Energy,Value,Error,Angle
0.488405,4.9668207822257076e-08,0.0034,66.8 deg
0.50077,4.492772413279249e-07,0.0189,66.8 deg
0.513445,4.6447028343596425e-07,0.0189,66.8 deg
0.52644,4.722888591635236e-07,0.0186,66.8 deg
0.53977,4.920946620553913e-07,0.0184,66.8 deg
0.553435,4.986483073268689e-07,0.0182,66.8 deg
0.567445,4.889814351066861e-07,0.0183,66.8 deg
0.58181,5.199738038135863e-07,0.0182,66.8 deg
0.596535,5.166043678764781e-07,0.0178,66.8 deg
0.61164,5.371159791451353e-07,0.0179,66.8 deg
0.627125,5.329851764645923e-07,0.0176,66.8 deg
0.643,5.397330126699224e-07,0.0171,66.8 deg
0.65928,5.647425366230628e-07,0.0172,66.8 deg
0.67597,5.70583648827079e-07,0.0172,66.8 deg
0.69308,5.608212144766611e-07,0.0171,66.8 deg
0.710625,5.767051059198555e-07,0.017,66.8 deg
0.728615,5.809698874120696e-07,0.0172,66.8 deg
0.74706,6.050472400150017e-07,0.0167,66.8 deg
0.76597,6.257785455542486e-07,0.0165,66.8 deg
0.78536,6.344441270678023e-07,0.0162,66.8 deg
0.805245,6.390643540263665e-07,0.0163,66.8 deg
0.82563,6.577519920231085e-07,0.0161,66.8 deg
0.84653,6.565766341989226e-07,0.016,66.8 deg
0.86796,6.778522804483701e-07,0.0159,66.8 deg
0.88993,6.874216154438442e-07,0.0157,66.8 deg
0.912455,6.780375376547414e-07,0.0157,66.8 deg
0.935555,7.107228261983597e-07,0.0153,66.8 deg
0.95924,7.225244580882701e-07,0.0154,66.8 deg
0.983525,7.432238951053179e-07,0.0153,66.8 deg
1.00841,7.624547979405059e-07,0.0149,66.8 deg
1.03395,7.703869707697528e-07,0.0148,66.8 deg
1.06015,7.760753237901109e-07,0.0147,66.8 deg
1.087,7.586481076632608e-07,0.0148,66.8 deg
1.1145,8.263720953025411e-07,0.0144,66.8 deg
1.1427,8.258761124245477e-07,0.0145,66.8 deg
1.17165,8.491942450782032e-07,0.0143,66.8 deg
1.2013,8.416571659259495e-07,0.0142,66.8 deg
1.2317,8.430666535059421e-07,0.0141,66.8 deg
1.2629,8.811035414957429e-07,0.014,66.8 deg
1.29485,8.547844064342485e-07,0.0141,66.8 deg
1.3276,8.947254149152059e-07,0.0137,66.8 deg
1.3612,9.091551873820971e-07,0.0136,66.8 deg
1.39565,9.151305322665991e-07,0.0135,66.8 deg
1.431,9.482936319236303e-07,0.0134,66.8 deg
1.46725,9.573239999748609e-07,0.0133,66.8 deg
1.5044,9.861284702734948e-07,0.0134,66.8 deg
1.5425,9.892512736881327e-07,0.0131,66.8 deg
1.58155,1.0033677976368987e-06,0.013,66.8 deg
1.62155,1.0009047039089632e-06,0.013,66.8 deg
1.6626,1.0070335477742475e-06,0.0129,66.8 deg
1.7047,1.0004158894720825e-06,0.0131,66.8 deg
1.74785,1.0460161739573022e-06,0.0127,66.8 deg
1.7921,1.023556225309183e-06,0.0127,66.8 deg
1.83745,1.0519024936006246e-06,0.0127,66.8 deg
1.88395,1.04523483697181e-06,0.0128,66.8 deg
1.93165,1.073731491379181e-06,0.0125,66.8 deg
1.98055,1.1107989357465986e-06,0.0123,66.8 deg
2.0307,1.122187694374827e-06,0.0127,66.8 deg
2.0821,9.273001002614122e-07,0.0152,66.8 deg
2.1348,9.410878652821465e-07,0.014,66.8 deg
2.18885,1.012325309114097e-06,0.0131,66.8 deg
2.24425,9.736309133573468e-07,0.0131,66.8 deg
2.3011,9.698719443344957e-07,0.0134,66.8 deg
2.35935,9.885879764174203e-07,0.0135,66.8 deg
2.41905,1.015453208218331e-06,0.0136,66.8 deg
2.4803,9.94964150909376e-07,0.0141,66.8 deg
2.5431,1.0043397076317263e-06,0.0139,66.8 deg
2.6075,9.556904101141016e-07,0.014,66.8 deg
2.6735,9.301877142575141e-07,0.0143,66.8 deg
2.74115,8.656026156315005e-07,0.015,66.8 deg
2.81055,7.927118661889077e-07,0.0165,66.8 deg
2.8817,6.229589154158923e-07,0.0186,66.8 deg
2.95465,4.5574359588161004e-07,0.0222,66.8 deg
3.02945,9.028680613542228e-07,0.0141,66.8 deg
3.10615,9.496166178491926e-07,0.0136,66.8 deg
3.1848,7.431492349095986e-07,0.0157,66.8 deg
3.2654,6.863663871770154e-07,0.0176,66.8 deg
3.34805,6.216679405194452e-07,0.0193,66.8 deg
3.43285,6.086020230773715e-07,0.0197,66.8 deg
3.51975,6.068047672373761e-07,0.0198,66.8 deg
3.60885,6.337283382022641e-07,0.0196,66.8 deg
3.70025,7.072704950141291e-07,0.0192,66.8 deg
3.7939,7.745819082724942e-07,0.0188,66.8 deg
3.8899,8.63173985562076e-07,0.0178,66.8 deg
3.98835,9.565153968707029e-07,0.0167,66.8 deg
4.08935,1.032896051155881e-06,0.0162,66.8 deg
4.1929,1.0181957904453289e-06,0.017,66.8 deg
4.29905,8.416552033007414e-07,0.0197,66.8 deg
4.4079,8.175868024454799e-07,0.0201,66.8 deg
4.51945,8.619546024645691e-07,0.0193,66.8 deg
4.63385,9.066295597202738e-07,0.0186,66.8 deg
4.75115,8.893804547306994e-07,0.0191,66.8 deg
4.8714,8.465202713216584e-07,0.0184,66.8 deg
4.99475,7.610216384059894e-07,0.0189,66.8 deg
5.1212,7.609646009114318e-07,0.0183,66.8 deg
5.25085,7.228378337574415e-07,0.019,66.8 deg
5.3838,6.719916788240143e-07,0.0204,66.8 deg
5.5201,6.648392714938371e-07,0.0205,66.8 deg
5.6598,7.552521638334086e-07,0.0191,66.8 deg
5.80305,7.505955519952748e-07,0.0184,66.8 deg
5.95,6.940416178516037e-07,0.0181,66.8 deg
6.10065,6.117075986715254e-07,0.0197,66.8 deg
6.25505,5.907981726238382e-07,0.0229,66.8 deg
6.4134,4.2739292179578303e-07,0.0288,66.8 deg
6.57575,6.52163778575747e-07,0.0222,66.8 deg
6.7422,8.401192682709503e-07,0.0191,66.8 deg
6.9129,8.953743387028671e-07,0.0172,66.8 deg
7.0879,1.0220811720417221e-06,0.0167,66.8 deg
7.26735,1.0905142134832018e-06,0.0181,66.8 deg
7.4513,6.033532193174064e-07,0.0247,66.8 deg
7.6399,6.408065220065183e-07,0.0257,66.8 deg
7.8333,5.724105835043429e-07,0.0279,66.8 deg
8.0316,6.505910250229311e-07,0.0266,66.8 deg
8.23495,7.592287649107041e-07,0.023,66.8 deg
8.44345,1.183308828080717e-06,0.0182,66.8 deg
8.6572,1.3861324943077661e-06,0.0169,66.8 deg
8.87635,1.4414563645730493e-06,0.0159,66.8 deg
9.10105,1.4326969628755812e-06,0.0155,66.8 deg
9.33145,1.305111427058457e-06,0.0171,66.8 deg
9.56765,1.1683988213952637e-06,0.0194,66.8 deg
9.80985,9.933891657721172e-07,0.0226,66.8 deg
10.0582,7.725497037685851e-07,0.0262,66.8 deg
10.313,6.704477438726263e-07,0.0267,66.8 deg
10.574,6.717261662331367e-07,0.0263,66.8 deg
10.8415,7.701974183521721e-07,0.0273,66.8 deg
11.116,8.791900875690579e-07,0.0255,66.8 deg
11.3975,1.1011206841070387e-06,0.0234,66.8 deg
11.686,1.343921799414431e-06,0.0193,66.8 deg
11.982,1.6862890588950544e-06,0.017,66.8 deg
12.2855,1.9783417639608477e-06,0.0156,66.8 deg
12.5965,2.618422111123633e-06,0.0138,66.8 deg
12.915,2.949196432753125e-06,0.0139,66.8 deg
13.2415,2.861576746382882e-06,0.0134,66.8 deg
13.577,2.6659755261540036e-06,0.0146,66.8 deg
13.921,2.206611367950154e-06,0.0175,66.8 deg
14.2735,1.3269319927417166e-06,0.024,66.8 deg
14.635,5.090629434216729e-07,0.0429,66.8 deg
15.0055,8.857248076337755e-08,0.1002,66.8 deg
15.385,1.1116499256223162e-08,0.2716,66.8 deg
15.7745,1.3479761526860798e-09,0.7277,66.8 deg
16.174,1.255398651734591e-10,1.0,66.8 deg
16.583,0.0,0.0,66.8 deg
17.003,0.0,0.0,66.8 deg
17.4335,0.0,0.0,66.8 deg
17.8745,0.0,0.0,66.8 deg
18.327,0.0,0.0,66.8 deg
18.791,0.0,0.0,66.8 deg
19.267,0.0,0.0,66.8 deg
19.755,0.0,0.0,66.8 deg
20.243,0.0,0.0,66.8 deg
