Value,Error,Energy,Angle
3.0390221582319986e-05,0.012044113680217577,0.1 - 1,0 deg
0.00013495533221210266,0.006607034533090627,1 - 3.5,0 deg
0.00017172490854161702,0.008335419273915191,3.5 - 10,0 deg
0.003807467587800241,0.0008872131513561099,10 - 20,0 deg
