Value,Error,Energy,Angle
5.304246298641693e-06,0.03491376510142655,0.01 - 0.1,0 deg
0.00020719928147957671,0.005113978213755848,0.1 - 1,0 deg
0.0002734030593050359,0.003718918191846403,1 - 3.5,0 deg
0.00011716589008353529,0.007953678518441535,3.5 - 10,0 deg
0.006600847929872836,0.0006626978511309539,10 - 20,0 deg
