Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,3.4130300347689787e-07,0.0032405157018888277,0.01,0.1,12.2 deg
0.1 - 1,3.321538831841893e-06,0.0009821609093853697,0.1,1.0,12.2 deg
1 - 3.5,2.09643960274015e-06,0.0018868505363793834,1.0,3.5,12.2 deg
3.5 - 10,4.877387207328235e-07,0.00750913524870086,3.5,10.0,12.2 deg
10 - 20,7.741174198624547e-06,0.003580975438809725,10.0,20.0,12.2 deg
