Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,7.883361207900836e-08,0.007205036155571653,0.01,0.1,41.8 deg
0.1 - 1,3.9404368714131435e-07,0.0032608941894559738,0.1,1.0,41.8 deg
1 - 3.5,1.351568846286711e-06,0.002626315843405387,1.0,3.5,41.8 deg
3.5 - 10,1.3827249075105853e-06,0.0035850777626599017,3.5,10.0,41.8 deg
10 - 20,2.304045046262557e-06,0.004357167304853648,10.0,20.0,41.8 deg
