Energy,Value,Error,Angle
0.011927,2.397587719910612e-10,0.0782,0 deg
0.0125385,1.157825145133135e-08,0.1598,0 deg
0.0131815,9.129897224486424e-09,0.1718,0 deg
0.013857,6.709995472058103e-09,0.1762,0 deg
0.0145675,6.995390241888403e-09,0.1629,0 deg
0.0153145,1.03086619457996e-08,0.1473,0 deg
0.0160995,1.2739866078287267e-08,0.1561,0 deg
0.016925,1.2117586760460499e-08,0.1427,0 deg
0.017793,8.943780466716441e-09,0.149,0 deg
0.0187055,1.2585239545073126e-08,0.1436,0 deg
0.0196645,1.606996161169176e-08,0.1297,0 deg
0.0206725,1.555725838275158e-08,0.1221,0 deg
0.021732,1.921324349152848e-08,0.1153,0 deg
0.0228465,2.3266367653403e-08,0.1158,0 deg
0.024018,2.170636172570693e-08,0.1062,0 deg
0.025249,2.552567784307995e-08,0.1037,0 deg
0.0265435,2.2277137085693978e-08,0.1067,0 deg
0.0279045,2.6302985248203506e-08,0.0931,0 deg
0.0293355,3.2542017869463164e-08,0.092,0 deg
0.0308395,4.707753099390901e-08,0.077,0 deg
0.0324205,2.75853776129285e-07,0.0186,0 deg
0.034083,4.673832051721817e-07,0.0121,0 deg
0.0358305,6.05780795159486e-07,0.0107,0 deg
0.0376675,5.828633597585048e-07,0.0108,0 deg
0.039599,3.5462394348569705e-07,0.0157,0 deg
0.0416295,2.478043019548177e-07,0.0229,0 deg
0.0437635,2.2432799288783796e-07,0.0217,0 deg
0.046007,2.632486319842032e-07,0.021,0 deg
0.048366,2.4149495671243783e-07,0.0224,0 deg
0.050846,2.0076445664989661e-07,0.0265,0 deg
0.053453,1.9411492796825494e-07,0.0286,0 deg
0.0561935,2.563505686201497e-07,0.0219,0 deg
0.0590745,3.091047112679465e-07,0.0194,0 deg
0.0621035,3.2597251440756326e-07,0.0194,0 deg
0.0652875,3.0675476278132096e-07,0.0215,0 deg
0.0686345,3.067603325284622e-07,0.0212,0 deg
0.0721535,3.021991573474707e-07,0.0228,0 deg
0.075853,4.272055028083755e-07,0.0195,0 deg
0.079742,2.2716378730039473e-07,0.0277,0 deg
0.0838305,3.4742466520787703e-07,0.0212,0 deg
0.088129,4.5324496811222543e-07,0.0182,0 deg
0.0926475,4.849249069192375e-07,0.0167,0 deg
0.0973975,5.533757837049886e-07,0.0162,0 deg
0.102391,4.965931309747071e-07,0.0175,0 deg
0.10764,5.007910253017741e-07,0.0174,0 deg
0.11316,6.119044720752618e-07,0.0161,0 deg
0.11896,5.54363234836673e-07,0.0168,0 deg
0.12506,6.789421818813101e-07,0.0152,0 deg
0.131475,7.568343828353913e-07,0.0137,0 deg
0.138215,8.507227773035951e-07,0.0131,0 deg
0.1453,8.398458396159914e-07,0.0136,0 deg
0.15275,8.893359378640739e-07,0.0131,0 deg
0.16058,1.031713302498706e-06,0.012,0 deg
0.16881,1.2127312223671208e-06,0.0113,0 deg
0.17747,1.2804711225582082e-06,0.0106,0 deg
0.18657,1.412532915301484e-06,0.0103,0 deg
0.196135,1.5194404696635548e-06,0.0096,0 deg
0.20619,1.7695353363934612e-06,0.0091,0 deg
0.21676,1.7482640543796547e-06,0.0091,0 deg
0.227875,1.9806112216413717e-06,0.0088,0 deg
0.23956,2.048986484997219e-06,0.0084,0 deg
0.251845,2.3244792179654484e-06,0.0079,0 deg
0.264755,2.583602406078605e-06,0.0076,0 deg
0.278325,2.6535159258799768e-06,0.0076,0 deg
0.292595,3.001845724503851e-06,0.0071,0 deg
0.3076,3.3780678128242275e-06,0.0066,0 deg
0.32337,3.548477107883074e-06,0.0064,0 deg
0.33995,4.129606889173508e-06,0.0059,0 deg
0.35738,3.931354023013642e-06,0.0065,0 deg
0.3757,4.066846726098404e-06,0.006,0 deg
0.394965,5.062732140172703e-06,0.0054,0 deg
0.415215,5.181272021086435e-06,0.0053,0 deg
0.436505,5.532986899512766e-06,0.0051,0 deg
0.458885,6.559905709726267e-06,0.0047,0 deg
0.48241,7.422360702254298e-06,0.0044,0 deg
0.507145,8.773206622736462e-06,0.0041,0 deg
0.533145,7.816111279846351e-06,0.0045,0 deg
0.56048,8.305638861695861e-06,0.0043,0 deg
0.58922,8.342547399199552e-06,0.0043,0 deg
0.61943,8.989147057264962e-06,0.0042,0 deg
0.65119,9.325052136669876e-06,0.0041,0 deg
0.68458,1.0480010443270087e-05,0.0038,0 deg
0.719675,1.0948887950228886e-05,0.0038,0 deg
0.75657,1.0620149983269184e-05,0.0038,0 deg
0.79536,1.201419238088473e-05,0.0036,0 deg
0.83614,1.149091943021401e-05,0.0038,0 deg
0.87901,1.2270688216282802e-05,0.0036,0 deg
0.92408,1.3795405050540923e-05,0.0034,0 deg
0.97146,1.4143290821502309e-05,0.0034,0 deg
1.02127,1.4044360221815077e-05,0.0034,0 deg
1.07365,1.443050257832976e-05,0.0034,0 deg
1.1287,1.554815206170677e-05,0.0033,0 deg
1.18655,1.5320803817623173e-05,0.0034,0 deg
1.2474,1.5826096344933605e-05,0.0033,0 deg
1.31135,1.547601366027208e-05,0.0034,0 deg
1.37855,1.629346026788866e-05,0.0033,0 deg
1.44925,1.571677215873692e-05,0.0034,0 deg
1.52355,1.609147938093041e-05,0.0035,0 deg
1.60165,1.688852907053943e-05,0.0034,0 deg
1.6838,1.6799704638674445e-05,0.0035,0 deg
1.77015,1.541956302988316e-05,0.0037,0 deg
1.8609,1.727715844523152e-05,0.0035,0 deg
1.9563,1.642578362318502e-05,0.0036,0 deg
2.0566,1.6012936294147447e-05,0.0038,0 deg
2.16205,1.5218454590241105e-05,0.004,0 deg
2.2729,1.5221710265389183e-05,0.0041,0 deg
2.3894,1.3822562410705219e-05,0.0045,0 deg
2.5119,1.3818087494085215e-05,0.0046,0 deg
2.6407,1.4085605636915698e-05,0.0046,0 deg
2.7761,1.4086045956392773e-05,0.0048,0 deg
2.91845,1.6287019640189447e-05,0.0045,0 deg
3.06805,1.7888686890039367e-05,0.0044,0 deg
3.22535,1.5748203354687865e-05,0.0048,0 deg
3.39075,1.0475875145369936e-05,0.0064,0 deg
3.5646,1.0359692944795474e-05,0.0066,0 deg
3.74735,9.672865301312155e-06,0.0069,0 deg
3.93945,8.79801316785203e-06,0.0075,0 deg
4.14145,8.276977397097698e-06,0.0078,0 deg
4.3538,8.190598911962971e-06,0.0082,0 deg
4.577,7.55169524081174e-06,0.0086,0 deg
4.81165,7.216694184606748e-06,0.0091,0 deg
5.05835,7.026220298004068e-06,0.0095,0 deg
5.3177,7.020344758805124e-06,0.01,0 deg
5.59035,6.698663619335174e-06,0.0097,0 deg
5.877,6.692633564846058e-06,0.01,0 deg
6.1783,6.491285167332518e-06,0.0098,0 deg
6.49505,6.363376909010178e-06,0.01,0 deg
6.8281,6.529883082667068e-06,0.0103,0 deg
7.1782,6.3297208783328436e-06,0.0101,0 deg
7.5462,6.295310349160373e-06,0.0104,0 deg
7.9331,6.2092504857991305e-06,0.0102,0 deg
8.33985,6.236171525420691e-06,0.0099,0 deg
8.76745,6.966492780300954e-06,0.01,0 deg
9.21695,7.641658140731473e-06,0.0097,0 deg
9.6895,8.28360452777135e-06,0.0093,0 deg
10.1863,9.169283162379063e-06,0.0091,0 deg
10.7085,1.0457325931036885e-05,0.0083,0 deg
11.2575,1.2986522938295037e-05,0.0077,0 deg
11.835,1.960470294070863e-05,0.0067,0 deg
12.442,2.95102007678475e-05,0.0057,0 deg
13.0795,5.487401986385189e-05,0.0044,0 deg
13.75,0.00040848759741020943,0.0017,0 deg
14.455,0.0029206093819180543,0.0007,0 deg
15.196,0.0036054069705612466,0.0006,0 deg
15.9755,0.0011403052086656961,0.0012,0 deg
16.7945,0.00010024051695955335,0.0041,0 deg
17.6555,2.3473725919491388e-05,0.0093,0 deg
18.561,4.709283136629604e-06,0.0229,0 deg
19.5125,7.402423622348861e-07,0.0483,0 deg
20.464,1.3506942658427333e-07,0.1514,0 deg
