Cor A,Value,Error
830.0,2.21812e-07,0.000467097
833.26,3.55344e-07,0.000664724
836.52,3.56314e-07,0.00066203
839.78,3.57313e-07,0.000664202
843.04,3.58598e-07,0.000688092
846.29,3.59811e-07,0.000674761
849.55,3.61251e-07,0.000675651
852.81,3.32815e-07,0.000411455
856.07,2.2535e-07,0.000466138
859.33,1.72957e-07,0.000489186
862.59,1.39311e-07,0.000514632
865.85,1.17019e-07,0.000517801
869.11,9.77999e-08,0.000541467
872.37,8.16936e-08,0.000572685
875.63,6.82911e-08,0.000609995
878.88,5.72705e-08,0.000652088
882.14,4.82031e-08,0.000698346
885.4,4.07991e-08,0.000748043
888.66,3.47269e-08,0.000802066
891.92,2.97577e-08,0.00086229
895.18,2.4992e-08,0.000840456
898.44,2.13441e-08,0.000800144
901.7,1.88963e-08,0.000819266
904.96,1.68147e-08,0.000843431
908.22,1.50062e-08,0.000869104
911.47,1.34283e-08,0.000896541
914.73,1.20531e-08,0.000924563
917.99,1.08587e-08,0.000953995
921.25,9.90919e-09,0.000982407
924.51,9.19888e-09,0.000997119
927.77,8.54513e-09,0.00101371
931.03,7.95153e-09,0.00103226
934.29,7.40601e-09,0.0010511
937.55,6.91722e-09,0.00107208
940.81,6.47037e-09,0.00109268
944.06,6.07487e-09,0.001112
947.32,5.64353e-09,0.00109928
950.58,4.51676e-09,0.00106223
953.84,4.545e-09,0.00110117
957.1,6.21115e-09,0.00114354
960.36,6.25914e-09,0.00111913
963.62,5.09978e-09,0.00111573
966.88,3.66921e-09,0.00111908
970.14,2.50292e-09,0.00112788
973.39,1.67493e-09,0.0011422
976.65,1.11806e-09,0.00116186
979.91,7.50935e-10,0.00118659
983.17,5.09139e-10,0.00121482
986.43,3.48426e-10,0.00124575
989.69,2.39997e-10,0.00127774
992.95,1.53671e-10,0.00131629
996.21,9.80321e-11,0.00136355
999.47,6.30083e-11,0.00141833
1002.73,4.06857e-11,0.00148036
1005.98,2.61111e-11,0.00154901
1009.24,1.68288e-11,0.00162037
1012.5,1.09133e-11,0.00169223
1015.76,7.16529e-12,0.00176436
1019.02,4.78099e-12,0.00183721
1022.28,3.20246e-12,0.00191703
1025.54,2.41693e-12,0.00198241
1028.8,1.80819e-12,0.00202682
1032.06,1.36519e-12,0.00205115
1035.32,1.02526e-12,0.00207378
1038.57,7.39256e-13,0.00209753
1041.83,5.22509e-13,0.0021214
1045.09,4.13291e-13,0.00213479
1048.35,3.28869e-13,0.00214592
1051.61,2.48046e-13,0.00215221
1054.87,1.70105e-13,0.00215895
1058.13,1.00389e-13,0.00217805
1061.39,6.0324e-14,0.00221915
1064.65,3.6626e-14,0.00228137
1067.91,2.24184e-14,0.00235983
1071.16,1.38026e-14,0.00245024
1074.42,8.51813e-15,0.00254353
1077.68,5.31616e-15,0.00261125
1080.94,2.71842e-15,0.00263556
1084.2,1.21368e-15,0.00264255
