Cor A,Value,Error
830.0,2.93147e-13,0.000706542
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,2.12556e-13,0.000344498
856.07,2.18424e-09,0.000831764
859.33,4.61074e-09,0.000645298
862.59,2.87615e-09,0.000620954
865.85,2.38493e-09,0.000578178
869.11,2.05864e-09,0.000591043
872.37,1.75307e-09,0.000624264
875.63,1.47395e-09,0.000671645
878.88,1.23015e-09,0.000732679
882.14,1.02446e-09,0.00080372
885.4,8.55947e-10,0.000887458
888.66,7.24962e-10,0.000995849
891.92,6.39444e-10,0.00117605
895.18,2.63359e-10,0.00152777
898.44,1.3078e-15,0.00166181
901.7,1.14943e-15,0.00164919
904.96,1.01555e-15,0.00166152
908.22,8.98831e-16,0.00168083
911.47,7.98265e-16,0.0017088
914.73,7.09746e-16,0.00174055
917.99,6.30657e-16,0.0017772
921.25,5.45964e-16,0.00186631
924.51,4.92934e-16,0.00191611
927.77,4.5135e-16,0.00194015
931.03,4.13904e-16,0.00196967
934.29,3.78705e-16,0.00199747
937.55,3.47326e-16,0.00203034
940.81,3.188e-16,0.00207022
944.06,2.92416e-16,0.00211428
947.32,7.23841e-16,0.00212408
950.58,1.21391e-15,0.00220228
953.84,7.11426e-16,0.00245776
957.1,2.24768e-16,0.00273172
960.36,1.23388e-16,0.00287048
963.62,8.33666e-17,0.0030655
966.88,5.60183e-17,0.00324749
970.14,3.78465e-17,0.00339258
973.39,2.30525e-17,0.00350943
976.65,1.53787e-17,0.00359525
979.91,1.13903e-17,0.00367388
983.17,8.43018e-18,0.00374917
986.43,6.2281e-18,0.00382148
989.69,4.9412e-18,0.00389523
992.95,5.69171e-18,0.00397024
996.21,3.60984e-18,0.00405284
999.47,2.29175e-18,0.00413315
1002.73,1.23789e-18,0.00421147
1005.98,7.6452e-19,0.00427116
1009.24,5.57562e-19,0.00431885
1012.5,4.08351e-19,0.00437726
1015.76,3.67055e-19,0.00444519
1019.02,2.32828e-19,0.00451787
1022.28,1.47643e-19,0.00459721
1025.54,7.9309e-21,0.00476517
1028.8,4.18925e-20,0.00471141
1032.06,4.18346e-20,0.00479265
1035.32,2.3512e-20,0.00487368
1038.57,4.14618e-21,0.00493057
1041.83,1.5525e-20,0.00495391
1045.09,7.49226e-21,0.0050369
1048.35,3.91003e-21,0.00511668
1051.61,1.11396e-21,0.0051537
1054.87,5.41858e-21,0.00518316
1058.13,3.83433e-21,0.00522469
1061.39,2.64077e-21,0.00527163
1064.65,1.68923e-21,0.0053216
1067.91,1.07889e-21,0.00537568
1071.16,6.89183e-22,0.0054319
1074.42,4.40046e-22,0.00548846
1077.68,2.56881e-22,0.00555699
1080.94,2.70512e-22,0.00559656
1084.2,1.55295e-22,0.00563535
