Cor A,Value,Error
830.0,4.23733e-07,0.000389616
833.26,6.42737e-07,0.000475073
836.52,6.40115e-07,0.000475609
839.78,6.38042e-07,0.00047493
843.04,6.36574e-07,0.000474383
846.29,6.35334e-07,0.0004756
849.55,6.35234e-07,0.000478517
852.81,5.78846e-07,0.000354343
856.07,4.52339e-07,0.000359941
859.33,3.44866e-07,0.000400293
862.59,2.89397e-07,0.000407017
865.85,2.43625e-07,0.000410695
869.11,2.02578e-07,0.000437963
872.37,1.67053e-07,0.000475544
875.63,1.36796e-07,0.000520948
878.88,1.11632e-07,0.000573337
882.14,9.10979e-08,0.000632531
885.4,7.46819e-08,0.000701171
888.66,6.19928e-08,0.000786166
891.92,5.28015e-08,0.000904549
895.18,4.80027e-08,0.00101984
898.44,4.60021e-08,0.00100128
901.7,4.41823e-08,0.000999887
904.96,4.24985e-08,0.00100334
908.22,4.09211e-08,0.0010087
911.47,3.94274e-08,0.00101556
914.73,3.79767e-08,0.00102344
917.99,3.6593e-08,0.00103349
921.25,3.52752e-08,0.00103937
924.51,3.40454e-08,0.00104027
927.77,3.28756e-08,0.00104329
931.03,3.17325e-08,0.00104721
934.29,3.06315e-08,0.00105211
937.55,2.95606e-08,0.00105753
940.81,2.84927e-08,0.00106368
944.06,2.7472e-08,0.00107145
947.32,2.62002e-08,0.00107222
950.58,2.09567e-08,0.00105826
953.84,1.5038e-08,0.00106599
957.1,1.1605e-08,0.00107152
960.36,7.22609e-09,0.00108356
963.62,3.52537e-09,0.00113335
966.88,1.61907e-09,0.00121709
970.14,7.46004e-10,0.00135368
973.39,3.61504e-10,0.00156291
976.65,1.88862e-10,0.00184149
979.91,1.06981e-10,0.00215385
983.17,6.49922e-11,0.0024592
986.43,4.17675e-11,0.00273274
989.69,2.78851e-11,0.00296858
992.95,1.83167e-11,0.00317981
996.21,1.2721e-11,0.00333704
999.47,8.96198e-12,0.00346282
1002.73,6.2921e-12,0.00357306
1005.98,4.36073e-12,0.00367437
1009.24,2.98639e-12,0.00376928
1012.5,2.02865e-12,0.00385897
1015.76,1.3699e-12,0.00394324
1019.02,9.21909e-13,0.00402153
1022.28,6.18641e-13,0.00409561
1025.54,4.62807e-13,0.00415686
1028.8,3.03486e-13,0.00423552
1032.06,1.93792e-13,0.00432347
1035.32,1.32495e-13,0.00440895
1038.57,9.09252e-14,0.00449465
1041.83,6.11275e-14,0.00458151
1045.09,4.46522e-14,0.00465036
1048.35,3.31002e-14,0.00472366
1051.61,2.40547e-14,0.00480279
1054.87,1.58748e-14,0.00489155
1058.13,1.1309e-14,0.00496464
1061.39,8.3764e-15,0.00501708
1064.65,6.11457e-15,0.00506399
1067.91,4.38025e-15,0.00510629
1071.16,3.09763e-15,0.00514827
1074.42,2.17988e-15,0.0051923
1077.68,1.52892e-15,0.00523156
1080.94,9.3187e-16,0.00526796
1084.2,4.88104e-16,0.00529359
