Cor A,Value,Error
830.0,9.66689e-10,0.000411408
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,6.20446e-08,0.000483214
856.07,1.89413e-08,0.000559377
859.33,1.17602e-08,0.00062033
862.59,6.70467e-09,0.000646813
865.85,5.05269e-09,0.000645825
869.11,4.21358e-09,0.000671884
872.37,3.52576e-09,0.000705304
875.63,2.95677e-09,0.000746322
878.88,2.48819e-09,0.000791362
882.14,2.10196e-09,0.000839748
885.4,1.78379e-09,0.000886993
888.66,1.5235e-09,0.000942872
891.92,1.31502e-09,0.00100222
895.18,1.28235e-09,0.000995726
898.44,1.20139e-09,0.000971536
901.7,1.05302e-09,0.000976809
904.96,9.27186e-10,0.000988477
908.22,8.1947e-10,0.00100444
911.47,7.27574e-10,0.00102465
914.73,6.48893e-10,0.00104765
917.99,5.81957e-10,0.00107645
921.25,4.31111e-10,0.00110031
924.51,3.68198e-10,0.00111933
927.77,3.41668e-10,0.00113664
931.03,3.1754e-10,0.00115396
934.29,2.95952e-10,0.00117855
937.55,2.7653e-10,0.00119988
940.81,2.59168e-10,0.00122556
944.06,2.43767e-10,0.00124719
947.32,6.01376e-10,0.00118304
950.58,1.22181e-09,0.00114951
953.84,1.36454e-09,0.0011944
957.1,1.00053e-09,0.00124267
960.36,9.45687e-10,0.00116728
963.62,7.23483e-10,0.00115303
966.88,4.84101e-10,0.00115222
970.14,3.10247e-10,0.00116074
973.39,1.82898e-10,0.00117691
976.65,1.1673e-10,0.00119664
979.91,8.11075e-11,0.00122015
983.17,5.6903e-11,0.00124724
986.43,4.02749e-11,0.00127639
989.69,3.04489e-11,0.00130747
992.95,3.04636e-11,0.00134602
996.21,1.78948e-11,0.00140059
999.47,1.07217e-11,0.00146442
1002.73,5.75631e-12,0.00153108
1005.98,3.47082e-12,0.00159297
1009.24,2.38964e-12,0.00165506
1012.5,1.66144e-12,0.00171923
1015.76,1.40375e-12,0.00179371
1019.02,8.75104e-13,0.00188068
1022.28,5.51478e-13,0.00197892
1025.54,9.15382e-14,0.00202932
1028.8,1.93465e-13,0.00208157
1032.06,1.92559e-13,0.00210885
1035.32,1.19174e-13,0.00213055
1038.57,3.5994e-14,0.00213383
1041.83,7.68471e-14,0.00216401
1045.09,4.40457e-14,0.00218515
1048.35,2.7788e-14,0.00219421
1051.61,1.19329e-14,0.00218696
1054.87,3.19866e-14,0.00219481
1058.13,2.02731e-14,0.00220366
1061.39,1.27205e-14,0.00224286
1064.65,7.56863e-15,0.00230948
1067.91,4.54962e-15,0.00239581
1071.16,2.75422e-15,0.00249579
1074.42,1.67061e-15,0.00259877
1077.68,9.34446e-16,0.00266011
1080.94,7.66922e-16,0.00265267
1084.2,3.44145e-16,0.00263742
