User,Time,Value,Error
0.0,86400.0,0.0,0.0
0.0,604800.0,0.0,0.0
0.0,1296000.0,0.0,0.0
0.0,2592000.0,0.0,0.0
0.0,5184000.0,0.0,0.0
V51,86400.0,1.98001e-08,0.2084
V51,604800.0,2.01387e-09,0.2084
V51,1296000.0,9.56136e-11,0.2084
V51,2592000.0,3.15452e-13,0.2084
V51,5184000.0,3.43368e-18,0.2084
Cr50,86400.0,1.94002e-08,0.0103
Cr50,604800.0,1.66957e-08,0.0103
Cr50,1296000.0,1.3667e-08,0.0103
Cr50,2592000.0,9.39015e-09,0.0103
Cr50,5184000.0,4.43274e-09,0.0103
Cr52,86400.0,2.82824e-08,0.039
Cr52,604800.0,2.43397e-08,0.039
Cr52,1296000.0,1.99243e-08,0.039
Cr52,2592000.0,1.36893e-08,0.039
Cr52,5184000.0,6.46223e-09,0.039
Mn55,86400.0,1.42676e-07,0.0032
Mn55,604800.0,1.77932e-08,0.0224
Mn55,1296000.0,1.74799e-08,0.0224
Mn55,2592000.0,1.69073e-08,0.0224
Mn55,5184000.0,1.58177e-08,0.0224
Fe54,86400.0,4.24999e-08,0.0128
Fe54,604800.0,4.17156e-08,0.0125
Fe54,1296000.0,4.07332e-08,0.0123
Fe54,2592000.0,3.90518e-08,0.012
Fe54,5184000.0,3.61407e-08,0.0118
Fe56,86400.0,1.10097e-07,0.0064
Fe56,604800.0,7.60501e-11,0.3573
Fe56,1296000.0,7.47111e-11,0.3573
Fe56,2592000.0,7.22637e-11,0.3573
Fe56,5184000.0,6.76067e-11,0.3573
Fe57,86400.0,2.98919e-10,0.1387
Fe57,604800.0,4.88928e-27,0.1387
Fe57,1296000.0,2.03002e-49,0.1387
Fe57,2592000.0,2.19649e-91,0.1387
Fe57,5184000.0,0.0,0.0
Fe58,86400.0,2.54286e-08,0.0131
Fe58,604800.0,2.31596e-08,0.0131
Fe58,1296000.0,2.04459e-08,0.0131
Fe58,2592000.0,1.61855e-08,0.0131
Fe58,5184000.0,1.01429e-08,0.0131
Co59,86400.0,4.3768e-08,0.0131
Co59,604800.0,4.31344e-08,0.0124
Co59,1296000.0,4.24261e-08,0.0116
Co59,2592000.0,4.12309e-08,0.0102
Co59,5184000.0,3.92696e-08,0.008
Ni58,86400.0,1.20417e-06,0.0229
Ni58,604800.0,4.23896e-07,0.0076
Ni58,1296000.0,3.47064e-07,0.0072
Ni58,2592000.0,2.98968e-07,0.0072
Ni58,5184000.0,2.23512e-07,0.0072
Ni60,86400.0,4.10343e-09,0.0208
Ni60,604800.0,4.09457e-09,0.0208
Ni60,1296000.0,4.0828e-09,0.0208
Ni60,2592000.0,4.06081e-09,0.0208
Ni60,5184000.0,4.01718e-09,0.0208
Ni61,86400.0,2.62381e-11,0.2575
Ni61,604800.0,2.61814e-11,0.2575
Ni61,1296000.0,2.61061e-11,0.2575
Ni61,2592000.0,2.59655e-11,0.2575
Ni61,5184000.0,2.56866e-11,0.2575
Ni62,86400.0,1.12123e-09,0.2607
Ni62,604800.0,1.02118e-09,0.2607
Ni62,1296000.0,9.01528e-10,0.2607
Ni62,2592000.0,7.13671e-10,0.2607
Ni62,5184000.0,4.47235e-10,0.2607
Cu63,86400.0,3.57888e-08,0.0217
Cu63,604800.0,3.96635e-11,0.1685
Cu63,1296000.0,2.57749e-11,0.2583
Cu63,2592000.0,2.56357e-11,0.2583
Cu63,5184000.0,2.53603e-11,0.2583
Cu65,86400.0,5.34538e-09,0.225
Cu65,604800.0,2.06482e-12,0.225
Cu65,1296000.0,5.80882e-17,0.225
Cu65,2592000.0,1.70352e-25,0.225
Cu65,5184000.0,1.4651e-42,0.225
Nb93,86400.0,1.24882e-10,1.0
Nb93,604800.0,8.28992e-11,1.0
Nb93,1296000.0,4.80048e-11,1.0
Nb93,2592000.0,1.7235e-11,1.0
Nb93,5184000.0,2.2216e-12,1.0
Mo92,86400.0,9.67832e-09,0.1526
Mo92,604800.0,6.42467e-09,0.1526
Mo92,1296000.0,3.72036e-09,0.1526
Mo92,2592000.0,1.33571e-09,0.1526
Mo92,5184000.0,1.72173e-10,0.1526
Mo96,86400.0,1.71664e-08,0.1822
Mo96,604800.0,2.38885e-10,0.1822
Mo96,1296000.0,7.99591e-13,0.1822
Mo96,2592000.0,1.8266e-17,0.1822
Mo96,5184000.0,9.53218e-27,0.1822
Mo98,86400.0,2.07192e-07,0.0206
Mo98,604800.0,4.56004e-08,0.0206
Mo98,1296000.0,6.05941e-09,0.0206
Mo98,2592000.0,1.37696e-10,0.0206
Mo98,5184000.0,7.11054e-14,0.0206
Mo100,86400.0,4.52686e-08,0.0919
Mo100,604800.0,9.96308e-09,0.0919
Mo100,1296000.0,1.3239e-09,0.0919
Mo100,2592000.0,3.00847e-11,0.0919
Mo100,5184000.0,1.55356e-14,0.0919
