User,Time,Value,Error
0.0,4380.0,0.0,0.0
0.0,6180.0,0.0,0.0
0.0,7488.0,0.0,0.0
0.0,11580.0,0.0,0.0
0.0,17280.0,0.0,0.0
0.0,24480.0,0.0,0.0
0.0,34080.0,0.0,0.0
0.0,45780.0,0.0,0.0
0.0,57240.0,0.0,0.0
0.0,72550.0,0.0,0.0
0.0,90720.0,0.0,0.0
0.0,132000.0,0.0,0.0
0.0,212400.0,0.0,0.0
0.0,345600.0,0.0,0.0
0.0,479300.0,0.0,0.0
0.0,708500.0,0.0,0.0
0.0,1050000.0,0.0,0.0
0.0,1670000.0,0.0,0.0
0.0,1710000.0,0.0,0.0
Sc48,4380.0,2.46523e-08,0.1499
Sc48,6180.0,2.44574e-08,0.1499
Sc48,7488.0,2.43168e-08,0.1499
Sc48,11580.0,2.3882e-08,0.1499
Sc48,17280.0,2.32893e-08,0.1499
Sc48,24480.0,2.25616e-08,0.1499
Sc48,34080.0,2.16266e-08,0.1499
Sc48,45780.0,2.05393e-08,0.1499
Sc48,57240.0,1.95272e-08,0.1499
Sc48,72550.0,1.82526e-08,0.1499
Sc48,90720.0,1.68474e-08,0.1499
Sc48,132000.0,1.4044e-08,0.1499
Sc48,212400.0,9.85235e-09,0.1499
Sc48,345600.0,5.47631e-09,0.1499
Sc48,479300.0,3.03724e-09,0.1499
Sc48,708500.0,1.10562e-09,0.1499
Sc48,1050000.0,2.45301e-10,0.1499
Sc48,1670000.0,1.59412e-11,0.1499
Sc48,1710000.0,1.33638e-11,0.1499
Cr51,4380.0,5.02379e-08,0.0143
Cr51,6180.0,5.02117e-08,0.0143
Cr51,7488.0,5.01927e-08,0.0143
Cr51,11580.0,5.01332e-08,0.0143
Cr51,17280.0,5.00505e-08,0.0143
Cr51,24480.0,4.99463e-08,0.0143
Cr51,34080.0,4.98076e-08,0.0143
Cr51,45780.0,4.96391e-08,0.0143
Cr51,57240.0,4.94747e-08,0.0143
Cr51,72550.0,4.92558e-08,0.0143
Cr51,90720.0,4.89973e-08,0.0143
Cr51,132000.0,4.8415e-08,0.0143
Cr51,212400.0,4.73008e-08,0.0143
Cr51,345600.0,4.55109e-08,0.0143
Cr51,479300.0,4.37824e-08,0.0143
Cr51,708500.0,4.09706e-08,0.0143
Cr51,1050000.0,3.71126e-08,0.0143
Cr51,1670000.0,3.1013e-08,0.0143
Cr51,1710000.0,3.06558e-08,0.0143
Mn56,4380.0,0.000292169,0.0019
Mn56,6180.0,0.000255475,0.0019
Mn56,7488.0,0.000231736,0.0019
Mn56,11580.0,0.000170801,0.0019
Mn56,17280.0,0.000111666,0.0019
Mn56,24480.0,6.52794e-05,0.0019
Mn56,34080.0,3.19094e-05,0.0019
Mn56,45780.0,1.33371e-05,0.0019
Mn56,57240.0,5.67511e-06,0.0019
Mn56,72550.0,1.81226e-06,0.0019
Mn56,90720.0,4.67583e-07,0.0019
Mn56,132000.0,2.15363e-08,0.0019
Mn56,212400.0,5.36709e-11,0.0019
Mn56,345600.0,2.6097e-15,0.0019
Mn56,479300.0,1.22251e-19,0.0019
Mn56,708500.0,4.62942e-27,0.0019
Mn56,1050000.0,4.04964e-38,0.0019
Mn56,1670000.0,3.39781e-58,0.0019
Mn56,1710000.0,1.7217e-59,0.0019
Mn54,4380.0,5.91385e-08,0.0065
Mn54,6180.0,5.91358e-08,0.0065
Mn54,7488.0,5.91338e-08,0.0065
Mn54,11580.0,5.91276e-08,0.0065
Mn54,17280.0,5.91189e-08,0.0065
Mn54,24480.0,5.9108e-08,0.0065
Mn54,34080.0,5.90934e-08,0.0065
Mn54,45780.0,5.90756e-08,0.0065
Mn54,57240.0,5.90582e-08,0.0065
Mn54,72550.0,5.9035e-08,0.0065
Mn54,90720.0,5.90075e-08,0.0065
Mn54,132000.0,5.89449e-08,0.0065
Mn54,212400.0,5.88232e-08,0.0065
Mn54,345600.0,5.86222e-08,0.0065
Mn54,479300.0,5.84211e-08,0.0065
Mn54,708500.0,5.8078e-08,0.0065
Mn54,1050000.0,5.75705e-08,0.0065
Mn54,1670000.0,5.66604e-08,0.0065
Mn54,1710000.0,5.66022e-08,0.0065
Fe59,4380.0,2.94041e-08,0.0123
Fe59,6180.0,2.93945e-08,0.0123
Fe59,7488.0,2.93876e-08,0.0123
Fe59,11580.0,2.93659e-08,0.0123
Fe59,17280.0,2.93358e-08,0.0123
Fe59,24480.0,2.92977e-08,0.0123
Fe59,34080.0,2.92471e-08,0.0123
Fe59,45780.0,2.91854e-08,0.0123
Fe59,57240.0,2.91252e-08,0.0123
Fe59,72550.0,2.90449e-08,0.0123
Fe59,90720.0,2.89499e-08,0.0123
Fe59,132000.0,2.87352e-08,0.0123
Fe59,212400.0,2.83217e-08,0.0123
Fe59,345600.0,2.76496e-08,0.0123
Fe59,479300.0,2.69911e-08,0.0123
Fe59,708500.0,2.58984e-08,0.0123
Fe59,1050000.0,2.43519e-08,0.0123
Fe59,1670000.0,2.17763e-08,0.0123
Fe59,1710000.0,2.16198e-08,0.0123
Co60,4380.0,3.98561e-08,0.0021
Co60,6180.0,3.98558e-08,0.0021
Co60,7488.0,3.98556e-08,0.0021
Co60,11580.0,3.98549e-08,0.0021
Co60,17280.0,3.9854e-08,0.0021
Co60,24480.0,3.98528e-08,0.0021
Co60,34080.0,3.98512e-08,0.0021
Co60,45780.0,3.98492e-08,0.0021
Co60,57240.0,3.98473e-08,0.0021
Co60,72550.0,3.98448e-08,0.0021
Co60,90720.0,3.98418e-08,0.0021
Co60,132000.0,3.98349e-08,0.0021
Co60,212400.0,3.98216e-08,0.0021
Co60,345600.0,3.97995e-08,0.0021
Co60,479300.0,3.97773e-08,0.0021
Co60,708500.0,3.97393e-08,0.0021
Co60,1050000.0,3.96828e-08,0.0021
Co60,1670000.0,3.95804e-08,0.0021
Co60,1710000.0,3.95738e-08,0.0021
Co58,4380.0,4.08036e-07,0.0045
Co58,6180.0,4.07953e-07,0.0045
Co58,7488.0,4.07893e-07,0.0045
Co58,11580.0,4.07704e-07,0.0045
Co58,17280.0,4.07441e-07,0.0045
Co58,24480.0,4.07109e-07,0.0045
Co58,34080.0,4.06667e-07,0.0045
Co58,45780.0,4.06129e-07,0.0045
Co58,57240.0,4.05602e-07,0.0045
Co58,72550.0,4.049e-07,0.0045
Co58,90720.0,4.04068e-07,0.0045
Co58,132000.0,4.02184e-07,0.0045
Co58,212400.0,3.9854e-07,0.0045
Co58,345600.0,3.92576e-07,0.0045
Co58,479300.0,3.86679e-07,0.0045
Co58,708500.0,3.76776e-07,0.0045
Co58,1050000.0,3.62488e-07,0.0045
Co58,1670000.0,3.3792e-07,0.0045
Co58,1710000.0,3.36393e-07,0.0045
Co57,4380.0,3.25456e-09,0.0164
Co57,6180.0,3.25439e-09,0.0164
Co57,7488.0,3.25426e-09,0.0164
Co57,11580.0,3.25387e-09,0.0164
