Cells,Value,Error
2.0,1.80291e-10,0.0151
3.0,2.29852e-10,0.0142
4.0,3.41276e-10,0.0131
5.0,5.42923e-10,0.0122
6.0,8.88144e-10,0.0114
7.0,1.46953e-09,0.0108
8.0,2.42568e-09,0.0103
9.0,3.99507e-09,0.0098
10.0,6.56441e-09,0.0093
11.0,1.07696e-08,0.0089
12.0,1.75588e-08,0.0085
13.0,2.86232e-08,0.0082
14.0,4.63125e-08,0.0079
15.0,7.46337e-08,0.0076
16.0,1.19943e-07,0.0074
17.0,1.91583e-07,0.0072
18.0,3.04832e-07,0.007
19.0,4.8272e-07,0.0068
20.0,7.6091e-07,0.0066
21.0,1.19945e-06,0.0064
22.0,1.34384e-05,0.0061
24.0,7.77081e-06,0.0054
25.0,2.31409e-06,0.0066
26.0,1.36678e-05,0.0052
27.0,2.89172e-05,0.0046
28.0,6.61206e-05,0.004
29.0,0.000159234,0.0034
30.0,0.000415986,0.0028
31.0,0.000254747,0.0033
33.0,0.000409888,0.0027
34.0,0.0292157,0.0021
35.0,0.00119356,0.0023
36.0,0.0740029,0.0017
37.0,0.00375549,0.0018
38.0,0.258547,0.0014
39.0,0.0125919,0.0014
40.0,0.727969,0.0011
41.0,0.0382657,0.0011
42.0,1.91169,0.0009
43.0,0.0943893,0.0009
44.0,3.4564,0.0008
45.0,0.163308,0.0009
46.0,5.60057,0.0007
47.0,0.298581,0.0009
48.0,0.279515,0.0008
49.0,4.1377,0.0008
53.0,5.99006,0.0004
54.0,0.429801,0.0003
55.0,0.460038,0.0004
56.0,8.5543,0.0003
57.0,0.258826,0.0004
58.0,5.38367,0.0003
59.0,0.150386,0.0004
60.0,2.97339,0.0004
61.0,0.0601124,0.0005
62.0,1.11457,0.0005
63.0,0.0192768,0.0007
64.0,0.38844,0.0007
65.0,0.00559065,0.0009
66.0,0.108659,0.0009
67.0,0.00173415,0.0011
68.0,0.0421225,0.0011
69.0,0.000581582,0.0014
71.0,0.000343554,0.0017
72.0,0.000626377,0.0014
73.0,0.000291065,0.0016
74.0,0.000143573,0.0019
75.0,7.33643e-05,0.0022
76.0,3.84996e-05,0.0025
77.0,2.05184e-05,0.0028
78.0,1.10712e-05,0.0032
79.0,6.02932e-06,0.0036
80.0,3.32788e-06,0.004
81.0,1.92509e-06,0.0044
82.0,3.60084e-07,0.0058
83.0,1.11064e-06,0.005
85.0,1.92539e-06,0.0054
86.0,1.74571e-07,0.0057
87.0,1.10478e-07,0.0059
88.0,6.99161e-08,0.0062
89.0,4.38972e-08,0.0064
90.0,2.74396e-08,0.0067
91.0,1.7071e-08,0.0069
92.0,1.05655e-08,0.0072
93.0,6.51101e-09,0.0076
94.0,3.98728e-09,0.0079
95.0,2.43442e-09,0.0082
96.0,1.47544e-09,0.0087
97.0,8.94513e-10,0.0091
98.0,5.42041e-10,0.0097
99.0,3.2544e-10,0.0102
100.0,1.94294e-10,0.0108
101.0,1.16255e-10,0.0114
102.0,6.89923e-11,0.0122
103.0,4.01942e-11,0.0131
104.0,2.26344e-11,0.0143
105.0,1.09302e-11,0.016
