Cells,Value,Error
2.0,7.7196e-09,0.0102
3.0,9.50669e-09,0.0097
4.0,1.34526e-08,0.0093
5.0,2.02941e-08,0.0088
6.0,3.15008e-08,0.0086
7.0,4.86582e-08,0.0082
8.0,7.50127e-08,0.008
9.0,1.14682e-07,0.0076
10.0,1.73577e-07,0.0075
11.0,2.60108e-07,0.0072
12.0,3.84156e-07,0.0071
13.0,5.63038e-07,0.0069
14.0,8.07283e-07,0.0068
15.0,1.13794e-06,0.0066
16.0,1.5716e-06,0.0065
17.0,2.13976e-06,0.0063
18.0,2.88234e-06,0.0062
19.0,3.8992e-06,0.0058
20.0,5.39492e-06,0.0054
21.0,7.85566e-06,0.0048
22.0,8.16118e-06,0.0051
24.0,1.88153e-05,0.0042
25.0,4.14519e-05,0.0037
26.0,0.000123038,0.0034
27.0,0.000285112,0.003
28.0,0.000646499,0.0028
29.0,0.00135888,0.0026
30.0,0.00216002,0.0025
31.0,0.00291657,0.0022
33.0,0.00969449,0.0017
34.0,0.0182732,0.0018
35.0,0.0300537,0.0015
36.0,0.0377767,0.0017
37.0,0.0724134,0.0012
38.0,0.121156,0.0013
39.0,0.213403,0.001
40.0,0.312955,0.001
41.0,0.55008,0.0008
42.0,0.810617,0.0009
43.0,1.18533,0.0007
44.0,1.33597,0.0008
45.0,1.71599,0.0007
46.0,1.64566,0.0009
47.0,1.97435,0.0011
48.0,2.02862,0.0008
49.0,1.30807,0.0009
53.0,1.52761,0.0007
54.0,2.39705,0.0006
55.0,2.37748,0.0007
56.0,2.02353,0.0006
57.0,2.15659,0.0004
58.0,1.71318,0.0005
59.0,1.56112,0.0004
60.0,1.09324,0.0004
61.0,0.759901,0.0004
62.0,0.444136,0.0005
63.0,0.3054,0.0005
64.0,0.174824,0.0006
65.0,0.104401,0.0006
66.0,0.0544485,0.0008
67.0,0.0432359,0.0007
68.0,0.0260744,0.0009
69.0,0.0137407,0.0009
71.0,0.00397683,0.0011
72.0,0.00305629,0.0012
73.0,0.00228273,0.0013
74.0,0.00135472,0.0014
75.0,0.000731077,0.0015
76.0,0.000383977,0.0017
77.0,0.00020105,0.0019
78.0,0.000105836,0.0021
79.0,5.62787e-05,0.0024
80.0,3.02123e-05,0.0027
81.0,1.59318e-05,0.003
82.0,6.13125e-06,0.0034
83.0,2.81736e-06,0.0041
85.0,1.19327e-06,0.0054
86.0,1.13662e-06,0.0047
87.0,7.83381e-07,0.0051
88.0,5.62996e-07,0.0056
89.0,4.13121e-07,0.0058
90.0,3.03114e-07,0.0061
91.0,2.2112e-07,0.0061
92.0,1.57204e-07,0.0064
93.0,1.10472e-07,0.0064
94.0,7.66364e-08,0.0067
95.0,5.21952e-08,0.0067
96.0,3.50151e-08,0.007
97.0,2.32031e-08,0.0072
98.0,1.51599e-08,0.0075
99.0,9.8704e-09,0.0077
100.0,6.32133e-09,0.0081
101.0,4.00217e-09,0.0084
102.0,2.48016e-09,0.0089
103.0,1.49334e-09,0.0092
104.0,8.47275e-10,0.0099
105.0,3.92139e-10,0.0108
