Cells,Energy,Value,Error
2.0,0.1,13144.4,0.0118
2.0,1.0,710564.0,0.0098
2.0,5.0,271682.0,0.0106
2.0,10.0,158310.0,0.0116
2.0,20.0,42.8122,0.3189
2.0,total,1153740.0,0.0097
3.0,0.1,15996.4,0.0109
3.0,1.0,874114.0,0.0093
3.0,5.0,333525.0,0.01
3.0,10.0,195477.0,0.0108
3.0,20.0,59.528,0.3232
3.0,total,1419170.0,0.0092
4.0,0.1,22588.2,0.0112
4.0,1.0,1230290.0,0.0089
4.0,5.0,474132.0,0.0097
4.0,10.0,275684.0,0.0105
4.0,20.0,82.5377,0.3166
4.0,total,2002780.0,0.0088
5.0,0.1,34318.0,0.0102
5.0,1.0,1868490.0,0.0085
5.0,5.0,717683.0,0.0092
5.0,10.0,414458.0,0.0099
5.0,20.0,129.241,0.2703
5.0,total,3035080.0,0.0085
6.0,0.1,53782.9,0.0103
6.0,1.0,2894640.0,0.0083
6.0,5.0,1107390.0,0.0089
6.0,10.0,643412.0,0.0097
6.0,20.0,310.846,0.2445
6.0,total,4699540.0,0.0082
7.0,0.1,81611.8,0.0093
7.0,1.0,4484790.0,0.0079
7.0,5.0,1729570.0,0.0085
7.0,10.0,984304.0,0.0091
7.0,20.0,640.006,0.2468
7.0,total,7280920.0,0.0079
8.0,0.1,127012.0,0.0095
8.0,1.0,6892650.0,0.0077
8.0,5.0,2667140.0,0.0083
8.0,10.0,1522230.0,0.009
8.0,20.0,507.713,0.2388
8.0,total,11209500.0,0.0076
9.0,0.1,193846.0,0.0087
9.0,1.0,10543200.0,0.0074
9.0,5.0,4081430.0,0.0079
9.0,10.0,2321330.0,0.0085
9.0,20.0,1007.19,0.2497
9.0,total,17140800.0,0.0074
10.0,0.1,292731.0,0.0089
10.0,1.0,15993200.0,0.0073
10.0,5.0,6239810.0,0.0078
10.0,10.0,3489390.0,0.0084
10.0,20.0,1654.94,0.216
10.0,total,26016800.0,0.0072
11.0,0.1,438954.0,0.0082
11.0,1.0,24005500.0,0.007
11.0,5.0,9314900.0,0.0075
11.0,10.0,5230780.0,0.008
11.0,20.0,2285.39,0.1913
11.0,total,38992400.0,0.007
12.0,0.1,652797.0,0.0084
12.0,1.0,35796600.0,0.0069
12.0,5.0,13894500.0,0.0074
12.0,10.0,7632040.0,0.008
12.0,20.0,4377.68,0.1961
12.0,total,57980300.0,0.0068
13.0,0.1,960723.0,0.0078
13.0,1.0,52526400.0,0.0067
13.0,5.0,20455100.0,0.0071
13.0,10.0,11132100.0,0.0076
13.0,20.0,7914.76,0.1576
13.0,total,85082200.0,0.0066
14.0,0.1,1370050.0,0.008
14.0,1.0,75858900.0,0.0066
14.0,5.0,29817700.0,0.0071
14.0,10.0,15710800.0,0.0077
14.0,20.0,9045.14,0.1861
14.0,total,122766000.0,0.0065
15.0,0.1,1959980.0,0.0075
15.0,1.0,108713000.0,0.0064
15.0,5.0,42853700.0,0.0068
15.0,10.0,21736700.0,0.0074
15.0,20.0,15883.5,0.1481
15.0,total,175279000.0,0.0063
16.0,0.1,2717720.0,0.0078
16.0,1.0,152897000.0,0.0063
16.0,5.0,61053000.0,0.0067
16.0,10.0,29317300.0,0.0075
16.0,20.0,20619.8,0.1694
16.0,total,246006000.0,0.0062
17.0,0.1,3723270.0,0.0073
17.0,1.0,213438000.0,0.0061
17.0,5.0,86932300.0,0.0065
17.0,10.0,38314600.0,0.0072
17.0,20.0,32724.7,0.1413
17.0,total,342441000.0,0.0061
18.0,0.1,5148030.0,0.0075
18.0,1.0,298262000.0,0.0059
18.0,5.0,123984000.0,0.0064
18.0,10.0,49009600.0,0.0075
18.0,20.0,46738.2,0.1342
18.0,total,476451000.0,0.0059
19.0,0.1,7116120.0,0.0069
19.0,1.0,423966000.0,0.0056
19.0,5.0,179647000.0,0.006
19.0,10.0,62098200.0,0.0071
19.0,20.0,95771.7,0.1224
19.0,total,672923000.0,0.0055
20.0,0.1,9971730.0,0.0071
20.0,1.0,615021000.0,0.0052
20.0,5.0,270622000.0,0.0056
20.0,10.0,79636300.0,0.0071
20.0,20.0,162878.0,0.1286
20.0,total,975414000.0,0.0051
21.0,0.1,13660200.0,0.0062
21.0,1.0,858798000.0,0.0047
21.0,5.0,432577000.0,0.0049
21.0,10.0,114073000.0,0.0064
21.0,20.0,250463.0,0.1006
21.0,total,1419360000.0,0.0046
22.0,0.1,41514100.0,0.0202
22.0,1.0,814824000.0,0.0063
22.0,5.0,536804000.0,0.0057
22.0,10.0,139212000.0,0.0075
22.0,20.0,210752.0,0.1653
22.0,total,1532560000.0,0.0051
24.0,0.1,48495100.0,0.0044
24.0,1.0,811926000.0,0.0043
24.0,5.0,647690000.0,0.0045
24.0,10.0,190154000.0,0.0058
24.0,20.0,287004.0,0.1178
24.0,total,1698550000.0,0.004
25.0,0.1,61182900.0,0.0041
25.0,1.0,4142270000.0,0.0035
25.0,5.0,1752150000.0,0.0038
25.0,10.0,707361000.0,0.0043
25.0,20.0,1108940.0,0.0682
25.0,total,6664070000.0,0.0035
26.0,0.1,339823000.0,0.0036
26.0,1.0,12680800000.0,0.0032
26.0,5.0,4699170000.0,0.0035
26.0,10.0,2429910000.0,0.0038
26.0,20.0,3366860.0,0.0643
26.0,total,20153100000.0,0.0032
27.0,0.1,785308000.0,0.0033
27.0,1.0,28788500000.0,0.0029
27.0,5.0,10430900000.0,0.0031
27.0,10.0,5773290000.0,0.0034
27.0,20.0,7811620.0,0.0578
27.0,total,45785800000.0,0.0029
28.0,0.1,1751640000.0,0.003
28.0,1.0,63354400000.0,0.0026
28.0,5.0,22654100000.0,0.0029
28.0,10.0,13400500000.0,0.0031
28.0,20.0,16831000.0,0.0526
28.0,total,101177000000.0,0.0026
29.0,0.1,3633180000.0,0.0028
29.0,1.0,128813000000.0,0.0025
29.0,5.0,46385800000.0,0.0027
29.0,10.0,28556800000.0,0.0029
29.0,20.0,34886100.0,0.0492
29.0,total,207424000000.0,0.0024
30.0,0.1,5677370000.0,0.0028
30.0,1.0,209621000000.0,0.0023
30.0,5.0,78586400000.0,0.0026
30.0,10.0,43400600000.0,0.0029
30.0,20.0,62647300.0,0.0505
30.0,total,337348000000.0,0.0023
31.0,0.1,4377900000.0,0.0028
31.0,1.0,304750000000.0,0.0021
31.0,5.0,130323000000.0,0.0023
31.0,10.0,45421200000.0,0.003
31.0,20.0,107544000.0,0.0502
31.0,total,484979000000.0,0.002
33.0,0.1,26587400000.0,0.0019
33.0,1.0,1040580000000.0,0.0016
33.0,5.0,395370000000.0,0.0018
33.0,10.0,175299000000.0,0.0022
33.0,20.0,349458000.0,0.0372
33.0,total,1638180000000.0,0.0016
34.0,0.1,197212000000.0,0.003
34.0,1.0,2137590000000.0,0.0017
34.0,5.0,812900000000.0,0.002
34.0,10.0,383278000000.0,0.0026
34.0,20.0,826243000.0,0.0477
