Cells,Value,Error
2.0,7.8999e-09,0.0102
3.0,9.73654e-09,0.0097
4.0,1.37938e-08,0.0093
5.0,2.0837e-08,0.0088
6.0,3.2389e-08,0.0085
7.0,5.01277e-08,0.0082
8.0,7.74383e-08,0.008
9.0,1.18677e-07,0.0076
10.0,1.80142e-07,0.0075
11.0,2.70878e-07,0.0072
12.0,4.01715e-07,0.0071
13.0,5.91662e-07,0.0068
14.0,8.53596e-07,0.0068
15.0,1.21258e-06,0.0066
16.0,1.69154e-06,0.0065
17.0,2.33134e-06,0.0063
18.0,3.18718e-06,0.0062
19.0,4.38192e-06,0.0058
20.0,6.15583e-06,0.0055
21.0,9.05511e-06,0.0049
22.0,2.15995e-05,0.0052
24.0,2.65861e-05,0.0042
25.0,4.3766e-05,0.0037
26.0,0.000136706,0.0034
27.0,0.000314029,0.0031
28.0,0.00071262,0.0028
29.0,0.00151811,0.0026
30.0,0.002576,0.0024
31.0,0.00317132,0.0022
33.0,0.0101044,0.0017
34.0,0.0474889,0.0018
35.0,0.0312473,0.0015
36.0,0.11178,0.0015
37.0,0.0761689,0.0012
38.0,0.379702,0.0012
39.0,0.225995,0.001
40.0,1.04092,0.001
41.0,0.588345,0.0008
42.0,2.72231,0.0008
43.0,1.27972,0.0007
44.0,4.79237,0.0007
45.0,1.8793,0.0007
46.0,7.24624,0.0006
47.0,2.27293,0.001
48.0,2.30813,0.0008
49.0,5.44577,0.0006
53.0,7.51767,0.0003
54.0,2.82685,0.0005
55.0,2.83752,0.0006
56.0,10.5778,0.0003
57.0,2.41542,0.0004
58.0,7.09685,0.0003
59.0,1.71151,0.0004
60.0,4.06663,0.0003
61.0,0.820013,0.0004
62.0,1.55871,0.0005
63.0,0.324677,0.0005
64.0,0.563264,0.0006
65.0,0.109991,0.0006
66.0,0.163107,0.0008
67.0,0.04497,0.0007
68.0,0.0681969,0.0009
69.0,0.0143223,0.0009
71.0,0.00432039,0.0011
72.0,0.00368267,0.0012
73.0,0.00257379,0.0013
74.0,0.00149829,0.0014
75.0,0.000804441,0.0015
76.0,0.000422476,0.0017
77.0,0.000221568,0.0019
78.0,0.000116907,0.0021
79.0,6.23081e-05,0.0024
80.0,3.35402e-05,0.0027
81.0,1.78569e-05,0.003
82.0,6.49133e-06,0.0034
83.0,3.928e-06,0.0039
85.0,3.11865e-06,0.0047
86.0,1.31119e-06,0.0046
87.0,8.93859e-07,0.005
88.0,6.32913e-07,0.0055
89.0,4.57018e-07,0.0057
90.0,3.30554e-07,0.006
91.0,2.38191e-07,0.0061
92.0,1.6777e-07,0.0063
93.0,1.16983e-07,0.0064
94.0,8.06237e-08,0.0066
95.0,5.46297e-08,0.0067
96.0,3.64906e-08,0.007
97.0,2.40977e-08,0.0071
98.0,1.57019e-08,0.0075
99.0,1.01958e-08,0.0077
100.0,6.51562e-09,0.0081
101.0,4.11843e-09,0.0083
102.0,2.54915e-09,0.0088
103.0,1.53354e-09,0.0092
104.0,8.6991e-10,0.0098
105.0,4.03069e-10,0.0107
