Cells,Value,Error
2.0,1153740.0,0.0097
3.0,1419170.0,0.0092
4.0,2002780.0,0.0088
5.0,3035080.0,0.0085
6.0,4699540.0,0.0082
7.0,7280920.0,0.0079
8.0,11209500.0,0.0076
9.0,17140800.0,0.0074
10.0,26016800.0,0.0072
11.0,38992400.0,0.007
12.0,57980300.0,0.0068
13.0,85082200.0,0.0066
14.0,122766000.0,0.0065
15.0,175279000.0,0.0063
16.0,246006000.0,0.0062
17.0,342441000.0,0.0061
18.0,476451000.0,0.0059
19.0,672923000.0,0.0055
20.0,975414000.0,0.0051
21.0,1419360000.0,0.0046
22.0,1532560000.0,0.0051
24.0,1698550000.0,0.004
25.0,6664070000.0,0.0035
26.0,20153100000.0,0.0032
27.0,45785800000.0,0.0029
28.0,101177000000.0,0.0026
29.0,207424000000.0,0.0024
30.0,337348000000.0,0.0023
31.0,484979000000.0,0.002
33.0,1638180000000.0,0.0016
34.0,3531810000000.0,0.0016
35.0,4854620000000.0,0.0014
36.0,7341730000000.0,0.0014
37.0,12268300000000.0,0.0011
38.0,23917000000000.0,0.0011
39.0,36295700000000.0,0.0009
40.0,62470000000000.0,0.0009
41.0,93215700000000.0,0.0007
42.0,157697000000000.0,0.0007
43.0,190093000000000.0,0.0006
44.0,244182000000000.0,0.0006
45.0,264205000000000.0,0.0006
46.0,305360000000000.0,0.0007
47.0,306948000000000.0,0.0007
48.0,307791000000000.0,0.0006
49.0,317891000000000.0,0.0006
53.0,361153000000000.0,0.0005
54.0,360262000000000.0,0.0004
55.0,365870000000000.0,0.0005
56.0,367996000000000.0,0.0004
57.0,330809000000000.0,0.0003
58.0,310932000000000.0,0.0004
59.0,250405000000000.0,0.0003
60.0,212032000000000.0,0.0004
61.0,128978000000000.0,0.0003
62.0,88396700000000.0,0.0004
63.0,51871600000000.0,0.0004
64.0,34413300000000.0,0.0005
65.0,17673500000000.0,0.0005
66.0,10568500000000.0,0.0007
67.0,6973150000000.0,0.0007
68.0,5034860000000.0,0.0008
69.0,2318500000000.0,0.0008
71.0,661033000000.0,0.001
72.0,479366000000.0,0.0011
73.0,346297000000.0,0.0012
74.0,208440000000.0,0.0013
75.0,115092000000.0,0.0014
76.0,61674400000.0,0.0015
77.0,32749600000.0,0.0017
78.0,17442100000.0,0.0019
79.0,9343390000.0,0.0021
80.0,5042900000.0,0.0024
81.0,2675990000.0,0.0027
82.0,1003630000.0,0.003
83.0,256862000.0,0.0037
85.0,226223000.0,0.0051
86.0,207309000.0,0.0042
87.0,142807000.0,0.0046
88.0,97314100.0,0.0051
89.0,68438800.0,0.0054
90.0,48737800.0,0.0056
91.0,34710200.0,0.0058
92.0,24366000.0,0.006
93.0,16942400.0,0.0061
94.0,11611800.0,0.0063
95.0,7865910.0,0.0064
96.0,5256630.0,0.0067
97.0,3472370.0,0.0068
98.0,2267110.0,0.0071
99.0,1471210.0,0.0073
100.0,941271.0,0.0076
101.0,594708.0,0.0079
102.0,370217.0,0.0083
103.0,223125.0,0.0086
104.0,127135.0,0.0092
105.0,59001.1,0.0098
