Cor A,Value,Error
830.0,2.65342e-13,0.0005299
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,1.70322e-13,0.000261831
856.07,3.2644e-09,0.000528302
859.33,1.90998e-09,0.000445632
862.59,1.52608e-09,0.00041698
865.85,1.31311e-09,0.000411372
869.11,1.15412e-09,0.000416953
872.37,1.02579e-09,0.000429421
875.63,9.16077e-10,0.000446549
878.88,8.19515e-10,0.000467205
882.14,7.34892e-10,0.000491703
885.4,6.60437e-10,0.000520669
888.66,5.95788e-10,0.000555259
891.92,5.41369e-10,0.000598359
895.18,4.9778e-10,0.00065543
898.44,4.68252e-10,0.000734335
901.7,4.59703e-10,0.000851022
904.96,2.50778e-10,0.00101769
908.22,9.53217e-16,0.00182972
911.47,7.60495e-16,0.00179893
914.73,6.13021e-16,0.00177111
917.99,4.98959e-16,0.00176075
921.25,1.6787e-16,0.00218524
924.51,7.44575e-17,0.00297428
927.77,7.02676e-17,0.00292004
931.03,6.62791e-17,0.00289309
934.29,6.26008e-17,0.00292698
937.55,5.92033e-17,0.00293423
940.81,5.58372e-17,0.00288912
944.06,5.27451e-17,0.00291112
947.32,1.16589e-16,0.00324479
950.58,2.01996e-16,0.00324975
953.84,1.31257e-16,0.00338679
957.1,5.60193e-17,0.00289519
960.36,3.05153e-17,0.00322915
963.62,1.68162e-17,0.00428109
966.88,8.48788e-18,0.00604063
970.14,4.27279e-18,0.00849708
973.39,2.12161e-18,0.0108888
976.65,1.20868e-18,0.0131837
979.91,8.10693e-19,0.0150176
983.17,5.73215e-19,0.0161799
986.43,4.15939e-19,0.0168728
989.69,3.2913e-19,0.0173923
992.95,3.81337e-19,0.0178128
996.21,2.44537e-19,0.0180919
999.47,1.57054e-19,0.0183432
1002.73,8.59789e-20,0.0185919
1005.98,5.35735e-20,0.0187699
1009.24,3.93483e-20,0.0189127
1012.5,2.90437e-20,0.0190592
1015.76,2.63664e-20,0.0192524
1019.02,1.69115e-20,0.01945
1022.28,1.08299e-20,0.0196308
1025.54,5.98388e-22,0.0200388
1028.8,3.12365e-21,0.0199058
1032.06,3.16062e-21,0.0201121
1035.32,1.79993e-21,0.0203004
1038.57,3.20238e-22,0.0204347
1041.83,1.20285e-21,0.020487
1045.09,5.88246e-22,0.0206795
1048.35,3.10892e-22,0.0208624
1051.61,8.91202e-23,0.0209386
1054.87,4.36052e-22,0.0210007
1058.13,3.1031e-22,0.0210703
1061.39,2.15067e-22,0.0211523
1064.65,1.38554e-22,0.0212432
1067.91,8.92481e-23,0.0213308
1071.16,5.74532e-23,0.0214211
1074.42,3.69529e-23,0.0215122
1077.68,2.17491e-23,0.0215989
1080.94,2.30504e-23,0.0216395
1084.2,1.32994e-23,0.0216935
