Cells,Value,Error
5,3.20142e-05,0.0098
10,3.88611e-05,0.0096
20,3.77983e-05,0.0092
30,2.96295e-05,0.0107
40,2.00094e-05,0.0128
50,1.23027e-05,0.0172
60,4.90959e-06,0.0268
