Cells,Value,Error
5,0.000701203,0.0173
10,0.000796006,0.0176
20,0.00083048,0.0186
30,0.00071462,0.0211
40,0.000488076,0.0256
50,0.000291259,0.0329
60,0.000135945,0.0555
