Cells,Value,Error
5,0.00015192,0.0039
10,6.13675e-05,0.0059
20,1.19315e-05,0.0122
30,2.55358e-06,0.0225
40,5.08963e-07,0.0399
50,1.32263e-07,0.0707
60,4.11393e-08,0.2645
