Cells,Value,Error
5,4.97774e-05,0.0032
10,1.24777e-05,0.0063
20,1.29477e-06,0.0194
30,1.92125e-07,0.046
40,3.03577e-08,0.1159
50,5.71106e-09,0.2424
60,1.08206e-09,0.5795
