Cells,Value,Error
5,5.22942e-05,0.001
10,1.30637e-05,0.002
20,1.39784e-06,0.0062
30,1.97504e-07,0.0154
40,2.94935e-08,0.037
50,4.66469e-09,0.0889
60,2.67301e-09,0.1212
