Time,Value,Error
6.26952,0.0,0.0
6.30888,0.0,0.0
6.34824,0.0,0.0
6.3876,0.0,0.0
6.42696,0.0,0.0
6.46632,0.0,0.0
6.50568,0.0,0.0
6.54504,0.0,0.0
6.5844,0.0,0.0
6.62376,0.0,0.0
6.66312,1.1635797764227557e-15,0.5812
6.70248,3.2946392276422525e-12,0.0671
6.74184,3.5182672764228185e-10,0.0116
6.7812,7.717301829268237e-09,0.0066
6.82056,1.6546189024390124e-08,0.0029
6.85992,9.63323170731722e-09,0.0058
6.89928,5.550482723577196e-09,0.0109
6.93864,4.196290650406474e-09,0.0149
6.978,3.191717479674846e-09,0.0151
7.01736,2.562042682926811e-09,0.0123
7.05672,2.2304649390243742e-09,0.0163
7.09608,1.7702337398374256e-09,0.0177
7.13544,1.479705284552835e-09,0.0253
7.1748,1.2601956300812918e-09,0.0212
7.21416,1.0850000000000166e-09,0.0223
7.25352,9.902057926829197e-10,0.0262
7.29288,8.345604674796689e-10,0.0252
7.33224,7.503633130081416e-10,0.0428
7.3716,6.51077235772353e-10,0.0373
7.41096,6.015929878048737e-10,0.0499
7.45032,5.494258130081385e-10,0.0397
7.48968,4.5632367886178535e-10,0.0405
7.52904,4.3966209349593184e-10,0.0533
7.5684,4.600609756097632e-10,0.073
7.60776,5.167708333333297e-10,0.0923
7.80456,4.951001016260149e-10,0.0567
8.00136,4.863180894308952e-10,0.0943
8.19816,4.966849593495944e-10,0.0589
8.39496,5.379623983739847e-10,0.0703
8.59176,4.913678861788582e-10,0.0797
8.78856,4.1056910569105766e-10,0.048
8.98536,4.0714380081300886e-10,0.0552
9.18216,3.370233739837404e-10,0.0426
9.37896,3.1108892276422823e-10,0.0572
9.57576,3.0741107723577015e-10,0.0434
9.77256,3.0170731707317127e-10,0.047
9.96936,3.255436991869925e-10,0.0692
10.1662,2.976991465149361e-10,0.0483
10.363,2.794613821138216e-10,0.0396
10.5598,3.0464176829268347e-10,0.0592
10.7566,2.768871951219492e-10,0.0343
10.9534,2.895315040650412e-10,0.0448
11.1502,2.996504065040656e-10,0.0357
11.347,2.884303861788623e-10,0.03
11.5438,2.988511178861794e-10,0.0373
11.7406,3.2476270325203013e-10,0.0641
11.9374,3.5036839430894373e-10,0.0452
12.1342,3.5975813008130146e-10,0.0379
12.331,3.6093445121951283e-10,0.0921
12.5278,3.405015243902445e-10,0.0327
12.7246,3.590914634146316e-10,0.0344
12.9214,3.5606402439024453e-10,0.0362
13.1182,3.67588414634147e-10,0.0338
13.315,3.996712398373991e-10,0.0543
13.5118,3.869334349593503e-10,0.0404
13.7086,3.926514227642248e-10,0.034
13.9054,3.9174593495935033e-10,0.0227
14.1022,4.1514735772357795e-10,0.0244
14.299,4.110807926829276e-10,0.0212
14.4958,4.4717022357723656e-10,0.026
14.6926,4.730807926829234e-10,0.035
14.8894,4.680838414634155e-10,0.0295
15.0862,4.903028455284561e-10,0.0213
15.283,5.034964430894318e-10,0.0436
15.4798,5.591412601626026e-10,0.036
15.6766,5.322052845528417e-10,0.0224
15.8734,5.539684959349603e-10,0.0228
16.0702,5.982926829268304e-10,0.0226
16.267,6.173323170731718e-10,0.0187
16.4638,6.510823170731719e-10,0.0195
16.6606,6.637347560975622e-10,0.0197
16.8574,6.761636178861801e-10,0.02
17.0542,6.969817073170618e-10,0.029
17.251,6.783993902439037e-10,0.0155
17.4478,7.121290650406518e-10,0.0226
17.6446,7.183384146341476e-10,0.018
17.8414,7.343546747967493e-10,0.016
18.0382,7.498882113821152e-10,0.017
18.235,7.886026422764241e-10,0.0167
18.4318,8.174745934959365e-10,0.0172
18.6286,8.402286585365869e-10,0.019
18.8254,8.360060975609771e-10,0.0159
19.0222,8.470223577235635e-10,0.0146
19.219,8.432215447154487e-10,0.0202
19.4158,8.412652439024406e-10,0.0191
19.6126,8.085924796747983e-10,0.0152
19.8094,8.268191056910584e-10,0.0243
20.0062,7.919563008130095e-10,0.0153
20.203,7.963770325203267e-10,0.0195
20.3998,7.69740853658538e-10,0.0199
20.5966,7.655741869918713e-10,0.0179
20.7934,7.584756097560989e-10,0.0164
20.9902,7.378099593495816e-10,0.0153
21.187,7.467123983739851e-10,0.02
21.3838,7.077235772357737e-10,0.0162
21.5806,7.158485772357737e-10,0.0167
21.7774,7.296443089430908e-10,0.0215
21.9742,7.183333333333347e-10,0.0189
22.171,7.520071138211396e-10,0.0224
22.3678,7.186382113821152e-10,0.0127
22.5646,7.653150406504079e-10,0.0176
22.7614,7.508282520325217e-10,0.0166
22.9582,7.588262195121828e-10,0.0192
23.155,7.541209349593509e-10,0.0179
23.3518,7.139380081300826e-10,0.0172
23.5486,6.957367886178875e-10,0.0221
23.7454,6.325254065040662e-10,0.0212
23.9422,6.131402439024402e-10,0.0162
24.139,5.754878048780498e-10,0.0161
24.3358,5.610315040650417e-10,0.0198
24.5326,5.13175813008131e-10,0.0191
24.7294,5.200863821138221e-10,0.0223
24.9262,4.668765243902363e-10,0.0185
25.123,4.757743902439033e-10,0.0232
25.3198,4.1657621951219586e-10,0.0194
25.5166,3.99130589430895e-10,0.0213
25.7134,3.7228658536585433e-10,0.0225
25.9102,3.477647357723584e-10,0.0227
26.107,3.252408536585372e-10,0.0254
26.3038,2.977967479674802e-10,0.0408
26.5006,2.8737347560975664e-10,0.035
26.6974,2.550980691056915e-10,0.0387
26.8942,2.214852642276387e-10,0.0358
27.091,2.2505487804878088e-10,0.0435
27.2878,1.9562500000000037e-10,0.0393
27.4846,1.8618292682926862e-10,0.0703
