Time,Value,Error
6.2767,0.0,0.0
6.31605,0.0,0.0
6.3554,0.0,0.0
6.39475,0.0,0.0
6.4341,0.0,0.0
6.47345,0.0,0.0
6.5128,0.0,0.0
6.55215,0.0,0.0
6.5915,0.0,0.0
6.63085,0.0,0.0
6.6702,4.8868614993645935e-15,0.5723
6.70955,7.285057179161415e-12,0.0685
6.7489,9.331232528589634e-10,0.0078
6.78825,9.110571791613775e-09,0.0057
6.8276,1.6610444726810392e-08,0.0025
6.86695,8.658653113087725e-09,0.0061
6.9063,5.280838627700157e-09,0.0124
6.94565,3.938144853875499e-09,0.0148
6.985,2.9045743329097353e-09,0.0151
7.02435,2.331235069885655e-09,0.0138
7.0637,1.945778907242705e-09,0.0159
7.10305,1.6702617534942917e-09,0.0194
7.1424,1.3797662007623655e-09,0.0163
7.18175,1.1500584498094093e-09,0.0168
7.2211,1.0553570520965753e-09,0.0245
7.26045,8.904167725540076e-10,0.0246
7.2998,8.214663278271779e-10,0.0407
7.33915,9.4808894536214e-10,0.1998
7.3785,6.36182973316395e-10,0.0311
7.41785,6.171334180432056e-10,0.0584
7.4572,5.282287166454803e-10,0.0528
7.49655,4.855451080050854e-10,0.0774
7.5359,5.213265565438403e-10,0.0889
7.57525,4.943837357052125e-10,0.0916
7.6146,5.853189326556445e-10,0.2439
7.81135,4.838800508259219e-10,0.0593
8.0081,4.3625972045743186e-10,0.0633
8.20485,5.765438373570528e-10,0.0867
8.4016,5.448030495552739e-10,0.0636
8.59835,4.765768742058456e-10,0.0826
8.7951,4.1064091486658247e-10,0.046
8.99185,3.9663684879288485e-10,0.0547
9.1886,3.488650571791618e-10,0.0837
9.38535,3.27614231257939e-10,0.0744
9.5821,2.8505717916137265e-10,0.0544
9.77885,2.7499567979669666e-10,0.0462
9.9756,2.827024142312583e-10,0.0437
10.1723,2.831967463141842e-10,0.0452
10.3691,2.754324186991875e-10,0.041
10.5659,2.6796544715447207e-10,0.0438
10.7626,2.807513980681217e-10,0.0449
10.9593,2.720071174377226e-10,0.0408
11.1561,2.8964888211382165e-10,0.0367
11.3529,2.9158333333333385e-10,0.0428
11.5496,2.9846619217081867e-10,0.0383
11.7463,3.3015912557193713e-10,0.0648
11.9431,3.1889888211382167e-10,0.0394
12.1399,3.385894308943065e-10,0.0394
12.3366,3.259054397559738e-10,0.0316
12.5333,3.27193187595323e-10,0.0308
12.7301,3.4774034552845593e-10,0.0359
12.9269,3.4876168699187056e-10,0.0367
13.1236,3.585983731570923e-10,0.043
13.3204,3.9013719512195193e-10,0.0572
13.5171,3.8723792577529256e-10,0.0438
13.7138,3.737676664972007e-10,0.0343
13.9106,3.8328658536585435e-10,0.0232
14.1073,4.081220132180989e-10,0.0317
14.3041,3.944857723577243e-10,0.0208
14.5009,4.2175000000000074e-10,0.0238
14.6976,4.4543009659379795e-10,0.0273
14.8944,4.52252032520326e-10,0.0241
15.0911,4.766883579054358e-10,0.0244
15.2879,4.70898882113822e-10,0.0207
15.4846,5.237722419928829e-10,0.025
15.6813,5.169700050838844e-10,0.0252
15.8781,5.405030487804887e-10,0.0216
16.0749,5.877540650406515e-10,0.0251
16.2716,6.01992882562278e-10,0.0186
16.4683,6.364819522114901e-10,0.0194
16.6651,6.495325203252044e-10,0.0196
16.8619,6.655995934959362e-10,0.0229
17.0586,6.907829181494666e-10,0.0295
17.2553,6.799644128113883e-10,0.0184
17.4521,7.101626016260047e-10,0.0272
17.6489,6.907063008130094e-10,0.0166
17.8456,7.253380782918154e-10,0.0161
18.0423,7.474987290289787e-10,0.0183
18.2391,7.837093495934974e-10,0.0185
18.4359,7.97855691056912e-10,0.0165
18.6326,8.270767666497209e-10,0.0188
18.8293,8.227249618708699e-10,0.0141
19.0261,8.458841463414649e-10,0.018
19.2229,8.308333333333349e-10,0.0201
19.4196,8.497305541433661e-10,0.0211
19.6163,8.016522623284195e-10,0.0169
19.8131,8.014278455284568e-10,0.0172
20.0099,7.967936991869933e-10,0.0164
20.2066,7.90950686324338e-10,0.0207
20.4033,7.408185053380788e-10,0.0193
20.6001,7.474136178861802e-10,0.0175
20.7969,7.426422764227656e-10,0.0165
20.9936,7.125927808845962e-10,0.0149
21.1903,7.250482968988311e-10,0.0192
21.3871,7.010518292682939e-10,0.0161
21.5839,7.369563008130094e-10,0.0227
21.7806,6.998983223182516e-10,0.018
21.9773,7.016776817488566e-10,0.0173
22.1741,7.337500000000013e-10,0.0236
22.3709,7.178912601626029e-10,0.015
22.5676,7.477020843924763e-10,0.0179
22.7643,7.481596339603462e-10,0.0173
22.9611,7.38455284552847e-10,0.019
23.1578,7.427961362480806e-10,0.0176
23.3546,7.064024390243915e-10,0.0173
23.5513,6.782460599898326e-10,0.0221
23.7481,6.274186991869929e-10,0.021
23.9449,6.040701219512206e-10,0.0158
24.1416,5.694966954753436e-10,0.0169
24.3383,5.612302999491615e-10,0.0205
24.5351,5.16260162601627e-10,0.0207
24.7318,5.045292323335031e-10,0.0207
24.9286,4.631498983739846e-10,0.0185
25.1254,4.525909552845537e-10,0.0189
25.3221,4.141301474326388e-10,0.0192
25.5189,4.097408536585374e-10,0.0239
25.7156,3.7627351296390467e-10,0.0235
25.9124,3.3814786585365305e-10,0.0219
26.1091,3.210482968988309e-10,0.0264
26.3058,3.0636044738179986e-10,0.0419
26.5026,3.014588414634152e-10,0.0398
26.6993,2.5329639044229807e-10,0.0389
26.8961,2.3919512195121994e-10,0.0443
27.0929,2.1836077235772396e-10,0.0334
27.2896,1.9373360447381813e-10,0.0381
27.4863,1.8885205897305555e-10,0.0705
