Cor A,Value,Error
830.0,5.10279e-07,0.000341528
833.26,7.76876e-07,0.000423648
836.52,7.73942e-07,0.000423493
839.78,7.7166e-07,0.00042291
843.04,7.70057e-07,0.00042269
846.29,7.68732e-07,0.000423369
849.55,7.68374e-07,0.000425968
852.81,7.05163e-07,0.000316288
856.07,5.69776e-07,0.000336528
859.33,5.07619e-07,0.000360621
862.59,4.57337e-07,0.000384639
865.85,4.11308e-07,0.000410562
869.11,3.68491e-07,0.000437739
872.37,3.29067e-07,0.000466327
875.63,2.93033e-07,0.000496535
878.88,2.60146e-07,0.000528401
882.14,2.30602e-07,0.000563229
885.4,2.0395e-07,0.000600857
888.66,1.80332e-07,0.000643119
891.92,1.59427e-07,0.000691736
895.18,1.41256e-07,0.000749322
898.44,1.25712e-07,0.000821705
901.7,1.13157e-07,0.000915952
904.96,1.04866e-07,0.000986294
908.22,9.53549e-08,0.000965134
911.47,8.70353e-08,0.000987232
914.73,7.99158e-08,0.00101458
917.99,7.36122e-08,0.00104872
921.25,6.8904e-08,0.00108677
924.51,6.68547e-08,0.00109054
927.77,6.49981e-08,0.00109378
931.03,6.31553e-08,0.00109846
934.29,6.13324e-08,0.00110432
937.55,5.95024e-08,0.00111112
940.81,5.77133e-08,0.00111924
944.06,5.59621e-08,0.00112891
947.32,5.36791e-08,0.00112321
950.58,4.377e-08,0.00108068
953.84,3.19404e-08,0.00107545
957.1,2.50079e-08,0.00106927
960.36,1.50724e-08,0.0010924
963.62,6.7541e-09,0.00116694
966.88,2.69804e-09,0.00128446
970.14,1.00656e-09,0.00145841
973.39,3.64268e-10,0.00172199
976.65,1.31811e-10,0.00214571
979.91,4.91692e-11,0.0028782
983.17,1.94797e-11,0.00417722
986.43,8.43443e-12,0.006272
989.69,4.06011e-12,0.00912844
992.95,2.06721e-12,0.012528
996.21,1.23715e-12,0.0153164
999.47,8.00535e-13,0.0174031
1002.73,5.34506e-13,0.0189938
1005.98,3.59645e-13,0.0202512
1009.24,2.42381e-13,0.0212504
1012.5,1.634e-13,0.0220564
1015.76,1.10106e-13,0.022714
1019.02,7.4256e-14,0.0232493
1022.28,5.00116e-14,0.0237096
1025.54,3.75329e-14,0.0240431
1028.8,2.47794e-14,0.0244459
1032.06,1.59785e-14,0.0248811
1035.32,1.10319e-14,0.0252553
1038.57,7.65699e-15,0.0256031
1041.83,5.21096e-15,0.0259269
1045.09,3.84044e-15,0.0261765
1048.35,2.87537e-15,0.0264278
1051.61,2.11505e-15,0.0266979
1054.87,1.41584e-15,0.0270002
1058.13,1.02123e-15,0.0272165
1061.39,7.62627e-16,0.0273767
1064.65,5.60273e-16,0.0275028
1067.91,4.0392e-16,0.0276267
1071.16,2.87448e-16,0.0277443
1074.42,2.03567e-16,0.0278604
1077.68,1.43527e-16,0.0279547
1080.94,8.79884e-17,0.0280479
1084.2,4.62861e-17,0.0281113
