Cor A,Value,Error
830.0,4.95256e-10,0.000441531
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,2.39956e-08,0.000276372
856.07,2.23396e-08,0.000558537
859.33,1.29418e-08,0.000490169
862.59,1.03483e-08,0.000470651
865.85,8.79827e-09,0.000476652
869.11,7.63016e-09,0.000494539
872.37,6.69277e-09,0.000518767
875.63,5.9056e-09,0.000546756
878.88,5.22665e-09,0.000578399
882.14,4.64067e-09,0.000614613
885.4,4.13159e-09,0.000655305
888.66,3.6945e-09,0.000702817
891.92,3.32574e-09,0.000760183
895.18,3.02942e-09,0.000834147
898.44,2.818e-09,0.000935765
901.7,2.72828e-09,0.00108524
904.96,1.55543e-09,0.00125907
908.22,1.49043e-10,0.00126969
911.47,1.20256e-10,0.00127482
914.73,9.96072e-11,0.00128017
917.99,8.40415e-11,0.00128578
921.25,3.38835e-11,0.00133068
924.51,1.92067e-11,0.00135319
927.77,1.84233e-11,0.00135157
931.03,1.76636e-11,0.00135291
934.29,1.69256e-11,0.0013559
937.55,1.61928e-11,0.00136253
940.81,1.55043e-11,0.00136285
944.06,1.48549e-11,0.00137008
947.32,3.83205e-11,0.00132288
950.58,7.3582e-11,0.00128838
953.84,5.27837e-11,0.00128575
957.1,2.70868e-10,0.00121107
960.36,1.30088e-10,0.00136564
963.62,4.73103e-11,0.00174362
966.88,1.7785e-11,0.00239071
970.14,7.01996e-12,0.00352739
973.39,3.04701e-12,0.00544933
976.65,1.42032e-12,0.00812976
979.91,7.16313e-13,0.0113081
983.17,3.99014e-13,0.0144625
986.43,2.41317e-13,0.0171442
989.69,1.52306e-13,0.0191894
992.95,7.58146e-14,0.0207456
996.21,5.43177e-14,0.0215888
999.47,3.87149e-14,0.0222419
1002.73,3.03524e-14,0.0227599
1005.98,2.15745e-14,0.023333
1009.24,1.40967e-14,0.0238948
1012.5,9.15387e-15,0.0243791
1015.76,5.02659e-15,0.0248827
1019.02,3.64171e-15,0.0251164
1022.28,2.58279e-15,0.0253686
1025.54,2.89129e-15,0.0255239
1028.8,1.57511e-15,0.0259872
1032.06,1.00118e-15,0.026297
1035.32,7.82394e-16,0.0264911
1038.57,6.96578e-16,0.0266695
1041.83,3.4063e-16,0.0270386
1045.09,2.90324e-16,0.0271492
1048.35,2.28195e-16,0.0273211
1051.61,1.88183e-16,0.0274905
1054.87,8.32301e-17,0.0278173
1058.13,5.37213e-17,0.0279494
1061.39,3.43458e-17,0.0280903
1064.65,2.36848e-17,0.028185
1067.91,1.62649e-17,0.0282745
1071.16,1.1146e-17,0.028364
1074.42,7.64692e-18,0.0284599
1077.68,5.88748e-18,0.0285103
1080.94,1.2518e-18,0.0292547
1084.2,7.27615e-19,0.0293422
