Cor A,Value,Error
830.0,1.0851e-09,0.000357032
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,6.08762e-08,0.000477778
856.07,5.63808e-08,0.000514882
859.33,2.09073e-08,0.000716041
862.59,1.15072e-08,0.000910043
865.85,7.54866e-09,0.00110413
869.11,5.28462e-09,0.00130927
872.37,3.82571e-09,0.00152215
875.63,2.81073e-09,0.00175779
878.88,2.09372e-09,0.00201645
882.14,1.57162e-09,0.00230027
885.4,1.18532e-09,0.00261667
888.66,9.02361e-10,0.00297043
891.92,6.89508e-10,0.00336017
895.18,5.28953e-10,0.00379655
898.44,4.23243e-10,0.00425267
901.7,4.07757e-10,0.00465752
904.96,5.52286e-10,0.00375669
908.22,4.93453e-10,0.00266056
911.47,5.28971e-10,0.00260436
914.73,5.46154e-10,0.0025736
917.99,5.67757e-10,0.00256375
921.25,2.58219e-10,0.00274831
924.51,1.50284e-10,0.0027803
927.77,1.53125e-10,0.00273166
931.03,1.55339e-10,0.00269175
934.29,1.57622e-10,0.00266703
937.55,1.59651e-10,0.00262264
940.81,1.62195e-10,0.00259403
944.06,1.65112e-10,0.00254788
947.32,4.71402e-10,0.00204917
950.58,1.34894e-09,0.00161347
953.84,2.28385e-09,0.00141154
957.1,1.98786e-09,0.00135881
960.36,1.94224e-09,0.00124065
963.62,1.4573e-09,0.0012124
966.88,9.39366e-10,0.00120873
970.14,5.75761e-10,0.00121819
973.39,3.25287e-10,0.00123394
976.65,2.00421e-10,0.00125164
979.91,1.35111e-10,0.00127092
983.17,9.23336e-11,0.00129175
986.43,6.38882e-11,0.00131359
989.69,4.73863e-11,0.00133681
992.95,4.65534e-11,0.0013676
996.21,2.66117e-11,0.00140517
999.47,1.54386e-11,0.00144421
1002.73,8.01906e-12,0.00148218
1005.98,4.69319e-12,0.00151661
1009.24,3.14046e-12,0.00155101
1012.5,2.1229e-12,0.00158694
1015.76,1.73791e-12,0.00162937
1019.02,1.04492e-12,0.00167897
1022.28,6.31707e-13,0.0017341
1025.54,1.02743e-13,0.00175603
1028.8,2.12428e-13,0.00179399
1032.06,2.10693e-13,0.00182212
1035.32,1.30574e-13,0.00184729
1038.57,3.9649e-14,0.00185311
1041.83,8.41476e-14,0.00188454
1045.09,4.82249e-14,0.00190719
1048.35,3.0565e-14,0.00192277
1051.61,1.32388e-14,0.00192378
1054.87,3.57329e-14,0.00195087
1058.13,2.28633e-14,0.00197745
1061.39,1.42704e-14,0.0020152
1064.65,8.33765e-15,0.00206341
1067.91,4.8772e-15,0.00212064
1071.16,2.85586e-15,0.00218657
1074.42,1.67341e-15,0.00225711
1077.68,9.20367e-16,0.00230795
1080.94,7.67066e-16,0.00232478
1084.2,3.52081e-16,0.00234026
