Cor A,Value,Error
830.0,2.2736e-07,0.000453852
833.26,3.61223e-07,0.000656751
836.52,3.62129e-07,0.00065558
839.78,3.63177e-07,0.000655355
843.04,3.64301e-07,0.000678825
846.29,3.6557e-07,0.000665096
849.55,3.67199e-07,0.000669021
852.81,3.3209e-07,0.000405255
856.07,1.04141e-07,0.000406268
859.33,3.6688e-08,0.000650869
862.59,2.15699e-08,0.000858237
865.85,1.44548e-08,0.00105215
869.11,1.02228e-08,0.00124987
872.37,7.43524e-09,0.00145494
875.63,5.47538e-09,0.00167597
878.88,4.08503e-09,0.00192216
882.14,3.07162e-09,0.00218954
885.4,2.3195e-09,0.00248924
888.66,1.76403e-09,0.0028179
891.92,1.34922e-09,0.00317891
895.18,1.03168e-09,0.00359031
898.44,8.15719e-10,0.00399916
901.7,7.3894e-10,0.00417011
904.96,1.82153e-09,0.00263892
908.22,3.17347e-09,0.00218164
911.47,3.2848e-09,0.00211686
914.73,3.25595e-09,0.00210319
917.99,3.2558e-09,0.00210675
921.25,3.36409e-09,0.00225067
924.51,3.41519e-09,0.00224359
927.77,3.45246e-09,0.00221018
931.03,3.48484e-09,0.00218383
934.29,3.51821e-09,0.00216119
937.55,3.55059e-09,0.00213631
940.81,3.58281e-09,0.00211504
944.06,3.63577e-09,0.00209091
947.32,3.71925e-09,0.00191248
950.58,4.41221e-09,0.00143634
953.84,6.98573e-09,0.00128296
957.1,1.19708e-08,0.00123957
960.36,1.23949e-08,0.00118862
963.62,1.00501e-08,0.00117145
966.88,7.04471e-09,0.00117114
970.14,4.64044e-09,0.00117835
973.39,2.99288e-09,0.00119016
976.65,1.92743e-09,0.00120552
979.91,1.25318e-09,0.00122326
983.17,8.26012e-10,0.00124278
986.43,5.51605e-10,0.00126367
989.69,3.72293e-10,0.00128551
992.95,2.33399e-10,0.00131205
996.21,1.454e-10,0.0013422
999.47,9.09886e-11,0.00137459
1002.73,5.70348e-11,0.00140942
1005.98,3.54717e-11,0.00144694
1009.24,2.21459e-11,0.00148591
1012.5,1.39226e-11,0.0015259
1015.76,8.87103e-12,0.0015662
1019.02,5.74763e-12,0.0016075
1022.28,3.72801e-12,0.00165284
1025.54,2.74434e-12,0.00169118
1028.8,2.019e-12,0.00172081
1032.06,1.51564e-12,0.0017425
1035.32,1.13545e-12,0.00176463
1038.57,8.17823e-13,0.0017892
1041.83,5.76535e-13,0.00181399
1045.09,4.55991e-13,0.00183011
1048.35,3.63515e-13,0.00184485
1051.61,2.75665e-13,0.00186056
1054.87,1.89995e-13,0.00187877
1058.13,1.12743e-13,0.00191099
1061.39,6.73534e-14,0.00194991
1064.65,4.02509e-14,0.00199643
1067.91,2.40698e-14,0.00205011
1071.16,1.44067e-14,0.0021109
1074.42,8.63082e-15,0.00217524
1077.68,5.28173e-15,0.00222835
1080.94,2.70394e-15,0.00226421
1084.2,1.22065e-15,0.0022903
