Cor A,Value,Error
830.0,4.2398e-07,0.00017319
833.26,6.43362e-07,0.00021016
836.52,6.4058e-07,0.000208931
839.78,6.38357e-07,0.000208296
843.04,6.36837e-07,0.000208959
846.29,6.35773e-07,0.000209588
849.55,6.35587e-07,0.000211117
852.81,5.79519e-07,0.000158655
856.07,4.52509e-07,0.000161917
859.33,3.43649e-07,0.000180214
862.59,2.87472e-07,0.000183522
865.85,2.41437e-07,0.000185521
869.11,2.00256e-07,0.000198078
872.37,1.64572e-07,0.000215272
875.63,1.34395e-07,0.000236102
878.88,1.0939e-07,0.000260014
882.14,8.90645e-08,0.000287176
885.4,7.28442e-08,0.00031863
888.66,6.03374e-08,0.000357315
891.92,5.11888e-08,0.00041126
895.18,4.63928e-08,0.000463852
898.44,4.44048e-08,0.000455508
901.7,4.25861e-08,0.000454935
904.96,4.09094e-08,0.000456383
908.22,3.93388e-08,0.000458823
911.47,3.78463e-08,0.000461962
914.73,3.64231e-08,0.00046578
917.99,3.50609e-08,0.000470325
921.25,3.37614e-08,0.000473
924.51,3.25537e-08,0.000473425
927.77,3.14048e-08,0.000474795
931.03,3.02922e-08,0.000476635
934.29,2.92192e-08,0.000478793
937.55,2.8169e-08,0.000481207
940.81,2.71524e-08,0.00048409
944.06,2.61604e-08,0.000487508
947.32,2.49212e-08,0.000487745
950.58,1.99033e-08,0.000481773
953.84,1.42885e-08,0.000485851
957.1,1.10485e-08,0.000489059
960.36,6.86978e-09,0.000494923
963.62,3.3395e-09,0.000518401
966.88,1.53003e-09,0.000557932
970.14,7.03846e-10,0.000622764
973.39,3.41318e-10,0.000721541
976.65,1.78759e-10,0.00085141
979.91,1.01623e-10,0.000995111
983.17,6.20059e-11,0.00113356
986.43,3.99943e-11,0.00125622
989.69,2.67882e-11,0.00136129
992.95,1.7652e-11,0.00145478
996.21,1.22827e-11,0.00152404
999.47,8.65913e-12,0.00157954
1002.73,6.08247e-12,0.00162758
1005.98,4.21615e-12,0.00167264
1009.24,2.88919e-12,0.00171466
1012.5,1.96275e-12,0.0017545
1015.76,1.32553e-12,0.00179176
1019.02,8.92173e-13,0.0018268
1022.28,5.98543e-13,0.00185963
1025.54,4.47624e-13,0.00188596
1028.8,2.9356e-13,0.00192146
1032.06,1.87489e-13,0.00196113
1035.32,1.28179e-13,0.00199948
1038.57,8.80637e-14,0.00203764
1041.83,5.91695e-14,0.0020752
1045.09,4.31821e-14,0.00210596
1048.35,3.19983e-14,0.00213804
1051.61,2.3248e-14,0.00217326
1054.87,1.53275e-14,0.00221296
1058.13,1.09244e-14,0.00224521
1061.39,8.08173e-15,0.00226843
1064.65,5.89292e-15,0.00228817
1067.91,4.2181e-15,0.00230748
1071.16,2.98078e-15,0.00232638
1074.42,2.09615e-15,0.00234496
1077.68,1.46824e-15,0.00236259
1080.94,8.95281e-16,0.00237871
1084.2,4.69702e-16,0.0023908
