Cor A,Value,Error
830.0,9.75448e-10,0.000182209
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,6.22735e-08,0.000215065
856.07,1.90611e-08,0.000248998
859.33,1.18079e-08,0.000276216
862.59,6.72435e-09,0.000288149
865.85,5.06097e-09,0.000287852
869.11,4.21224e-09,0.000299969
872.37,3.51561e-09,0.000315236
875.63,2.94288e-09,0.000333266
878.88,2.47012e-09,0.000353048
882.14,2.08261e-09,0.000375533
885.4,1.7634e-09,0.000397995
888.66,1.5045e-09,0.000423392
891.92,1.29659e-09,0.000449804
895.18,1.26041e-09,0.000446804
898.44,1.1781e-09,0.00043616
901.7,1.03219e-09,0.00043869
904.96,9.09655e-10,0.000444446
908.22,8.04459e-10,0.000452006
911.47,7.14469e-10,0.000461394
914.73,6.37331e-10,0.000472615
917.99,5.71763e-10,0.00048457
921.25,4.24387e-10,0.00049645
924.51,3.63003e-10,0.000504016
927.77,3.37039e-10,0.000511281
931.03,3.13554e-10,0.00052014
934.29,2.92357e-10,0.000529553
937.55,2.73448e-10,0.000539612
940.81,2.56418e-10,0.000549427
944.06,2.41288e-10,0.000559898
947.32,5.96586e-10,0.000532539
950.58,1.21243e-09,0.000518459
953.84,1.34447e-09,0.000538789
957.1,9.79369e-10,0.000561846
960.36,9.23322e-10,0.000529924
963.62,7.06195e-10,0.000524121
966.88,4.72376e-10,0.000524274
970.14,3.02376e-10,0.000528643
973.39,1.781e-10,0.000536277
976.65,1.13571e-10,0.000545546
979.91,7.88053e-11,0.000556449
983.17,5.52192e-11,0.000568914
986.43,3.90307e-11,0.000582456
989.69,2.94585e-11,0.000596926
992.95,2.93878e-11,0.000615018
996.21,1.72356e-11,0.000640728
999.47,1.03132e-11,0.000670857
1002.73,5.53055e-12,0.000702695
1005.98,3.33127e-12,0.000732381
1009.24,2.29095e-12,0.000761868
1012.5,1.59132e-12,0.000792516
1015.76,1.34236e-12,0.000827793
1019.02,8.36095e-13,0.000869177
1022.28,5.26424e-13,0.000915363
1025.54,8.7846e-14,0.000939818
1028.8,1.84649e-13,0.00096395
1032.06,1.83335e-13,0.000977101
1035.32,1.1327e-13,0.000987421
1038.57,3.42785e-14,0.000989556
1041.83,7.27999e-14,0.00100342
1045.09,4.16684e-14,0.00101364
1048.35,2.6254e-14,0.00101788
1051.61,1.12829e-14,0.00101458
1054.87,3.00481e-14,0.00101806
1058.13,1.89929e-14,0.00102277
1061.39,1.18952e-14,0.00104195
1064.65,7.06894e-15,0.00107398
1067.91,4.24739e-15,0.00111496
1071.16,2.57166e-15,0.00116236
1074.42,1.56045e-15,0.00121079
1077.68,8.72428e-16,0.00124009
1080.94,7.14524e-16,0.00123806
1084.2,3.19555e-16,0.00123124
