Cor A,Value,Error
830.0,2.31565e-07,0.000207453
833.26,3.69283e-07,0.000293898
836.52,3.70209e-07,0.00029463
839.78,3.7134e-07,0.0002958
843.04,3.72503e-07,0.000297022
846.29,3.73771e-07,0.000297696
849.55,3.75321e-07,0.000299734
852.81,3.4486e-07,0.000183143
856.07,2.32719e-07,0.00020836
859.33,1.78472e-07,0.000218767
862.59,1.43502e-07,0.000230591
865.85,1.20358e-07,0.000232192
869.11,1.00341e-07,0.000242838
872.37,8.36331e-08,0.000257076
875.63,6.98156e-08,0.000274027
878.88,5.84183e-08,0.000292797
882.14,4.90941e-08,0.000313691
885.4,4.14588e-08,0.000336364
888.66,3.52262e-08,0.00036106
891.92,3.01093e-08,0.00038832
895.18,2.52572e-08,0.000379353
898.44,2.15234e-08,0.000361788
901.7,1.90292e-08,0.000371033
904.96,1.69305e-08,0.000382555
908.22,1.51022e-08,0.00039484
911.47,1.35071e-08,0.000407584
914.73,1.21139e-08,0.000420596
917.99,1.09174e-08,0.000434049
921.25,9.98463e-09,0.000446868
924.51,9.28596e-09,0.000453449
927.77,8.63553e-09,0.000461054
931.03,8.03836e-09,0.000469507
934.29,7.49355e-09,0.000478282
937.55,7.00174e-09,0.000487245
940.81,6.5588e-09,0.000496247
944.06,6.16081e-09,0.000505081
947.32,5.73289e-09,0.000499356
950.58,4.60327e-09,0.00048354
953.84,4.60415e-09,0.000500794
957.1,6.20837e-09,0.000520231
960.36,6.2376e-09,0.000509756
963.62,5.08305e-09,0.000508495
966.88,3.66222e-09,0.000510245
970.14,2.49796e-09,0.000514493
973.39,1.67187e-09,0.000521305
976.65,1.11543e-09,0.000530482
979.91,7.48464e-10,0.000541784
983.17,5.07052e-10,0.000554805
986.43,3.46601e-10,0.000569125
989.69,2.38425e-10,0.000583966
992.95,1.52378e-10,0.000602076
996.21,9.70247e-11,0.000624314
999.47,6.22481e-11,0.000650201
1002.73,4.01075e-11,0.0006797
1005.98,2.56943e-11,0.000712545
1009.24,1.65332e-11,0.000746644
1012.5,1.07075e-11,0.000781421
1015.76,7.02029e-12,0.000815794
1019.02,4.67788e-12,0.000850475
1022.28,3.12836e-12,0.000888154
1025.54,2.35784e-12,0.000918873
1028.8,1.76247e-12,0.000940023
1032.06,1.32891e-12,0.000951857
1035.32,9.96383e-13,0.000962735
1038.57,7.1684e-13,0.000973872
1041.83,5.05765e-13,0.000985535
1045.09,3.99355e-13,0.000992044
1048.35,3.17262e-13,0.000997173
1051.61,2.38787e-13,0.00100024
1054.87,1.63375e-13,0.00100384
1058.13,9.6093e-14,0.00101351
1061.39,5.76019e-14,0.00103372
1064.65,3.49143e-14,0.00106395
1067.91,2.13489e-14,0.00110166
1071.16,1.31432e-14,0.00114509
1074.42,8.11356e-15,0.00118949
1077.68,5.06059e-15,0.0012218
1080.94,2.58567e-15,0.00123574
1084.2,1.15142e-15,0.00123984
