Cells,Energy,Value,Error
291.97,1.00001e-07,29621.9,0.0063
291.97,4.13994e-07,83894.6,0.0052
291.97,5.31579e-07,22806.1,0.0063
291.97,6.8256e-07,25461.5,0.0061
291.97,8.76425e-07,28263.6,0.0059
291.97,1.12535e-06,30639.4,0.0058
291.97,1.44498e-06,32903.7,0.0057
291.97,1.85539e-06,35310.0,0.0056
291.97,2.38237e-06,37660.4,0.0055
291.97,3.05902e-06,39685.3,0.0055
291.97,3.92786e-06,41594.6,0.0054
291.97,5.04348e-06,43109.1,0.0054
291.97,6.47595e-06,44470.2,0.0054
291.97,8.31529e-06,45779.9,0.0053
291.97,1.0677e-05,46639.0,0.0053
291.97,1.37096e-05,47349.4,0.0053
291.97,1.76035e-05,48106.8,0.0053
291.97,2.26033e-05,48098.2,0.0054
291.97,2.90232e-05,47599.8,0.0054
291.97,3.72665e-05,46189.1,0.0054
291.97,4.78512e-05,44125.9,0.0054
291.97,6.14421e-05,50933.8,0.0053
291.97,7.88932e-05,50941.7,0.0053
291.97,0.000101301,50251.6,0.0054
291.97,0.000130073,49517.7,0.0054
291.97,0.000167017,50105.7,0.0054
291.97,0.000214454,51567.3,0.0054
291.97,0.000275364,55464.0,0.0053
291.97,0.000353575,36883.0,0.0054
291.97,0.000453999,44010.3,0.0055
291.97,0.000582947,49435.9,0.0055
291.97,0.000748518,55113.9,0.0054
291.97,0.000961117,58452.8,0.0054
291.97,0.0012341,54386.6,0.0054
291.97,0.00158461,65880.4,0.0054
291.97,0.00203468,68138.4,0.0053
291.97,0.00224867,13444.5,0.006
291.97,0.00248517,16802.8,0.0059
291.97,0.00261259,7120.9,0.0068
291.97,0.00274654,8910.21,0.0067
291.97,0.00303539,23940.5,0.006
291.97,0.00335463,25786.2,0.0059
291.97,0.00370744,25883.2,0.0059
291.97,0.00430742,32437.7,0.0057
291.97,0.00553084,54155.3,0.0055
291.97,0.00710174,54239.6,0.0055
291.97,0.00911882,40364.7,0.0056
291.97,0.0105946,32420.6,0.0059
291.97,0.0117088,24237.9,0.0061
291.97,0.0150344,57701.9,0.0056
291.97,0.0193045,51167.2,0.0057
291.97,0.0218749,34730.3,0.0061
291.97,0.0235786,25971.7,0.0065
291.97,0.0241755,10868.0,0.0079
291.97,0.0247875,13781.3,0.0076
291.97,0.0260584,17454.1,0.0067
291.97,0.0270001,9314.81,0.0074
291.97,0.0285011,4224.87,0.0071
291.97,0.0318278,15472.4,0.0065
291.97,0.0343067,15925.4,0.0067
291.97,0.0408677,42985.9,0.0061
291.97,0.0463092,35707.9,0.0063
291.97,0.0524752,36340.2,0.0063
291.97,0.0565622,17991.0,0.0069
291.97,0.0673795,51347.4,0.0061
291.97,0.0720245,24267.4,0.0068
291.97,0.0794987,27554.9,0.0067
291.97,0.0825034,14153.9,0.0077
291.97,0.086517,8796.1,0.0079
291.97,0.0980365,33366.3,0.0065
291.97,0.11109,33570.0,0.0066
291.97,0.116786,16930.5,0.0076
291.97,0.122773,19622.0,0.0075
291.97,0.129068,19756.2,0.0075
291.97,0.135686,21648.7,0.0074
291.97,0.142642,12540.4,0.008
291.97,0.149956,10780.9,0.008
291.97,0.157644,15144.6,0.0078
291.97,0.165727,15730.0,0.0078
291.97,0.174224,14468.5,0.008
291.97,0.183156,17793.3,0.0077
291.97,0.192547,12961.8,0.0081
291.97,0.202419,11906.9,0.0082
291.97,0.212797,13824.8,0.0081
291.97,0.223708,14823.2,0.0081
291.97,0.235177,14850.6,0.0082
291.97,0.247235,14781.8,0.0083
291.97,0.273237,33760.5,0.0073
291.97,0.287246,13204.1,0.0087
291.97,0.294518,7077.8,0.0105
291.97,0.297211,3039.7,0.0147
291.97,0.298491,1437.51,0.0201
291.97,0.301974,4080.81,0.0132
291.97,0.333733,27209.2,0.0079
291.97,0.368832,25561.5,0.0081
291.97,0.387742,11550.9,0.0095
291.97,0.407622,8642.07,0.0101
291.97,0.450492,16497.8,0.0089
291.97,0.497871,20181.5,0.0088
291.97,0.523397,10238.3,0.0103
291.97,0.550232,9690.02,0.0106
291.97,0.578443,10275.9,0.0108
291.97,0.608101,10282.3,0.0112
291.97,0.639279,8214.86,0.0118
291.97,0.672055,7839.61,0.0121
291.97,0.706512,6816.24,0.0129
291.97,0.742736,5491.47,0.0138
291.97,0.780817,4409.89,0.0146
291.97,0.82085,4095.25,0.0153
291.97,0.862936,3976.61,0.016
