Cells,Value,Error
291.97,3158070.0,0.0044
296.44,3935860.0,0.0042
300.91,5665670.0,0.004
305.38,8705200.0,0.0038
309.85,13666500.0,0.0036
314.32,21595900.0,0.0035
318.79,34022600.0,0.0034
323.26,53352900.0,0.0032
327.73,82998900.0,0.0031
332.2,127838000.0,0.003
336.67,194680000.0,0.003
341.14,293650000.0,0.0029
345.61,436650000.0,0.0028
350.08,639570000.0,0.0027
354.55,920360000.0,0.0027
359.02,1294750000.0,0.0026
363.49,1771280000.0,0.0026
367.96,2339970000.0,0.0025
372.43,2948590000.0,0.0025
376.9,3488060000.0,0.0024
377.0,3686810000.0,0.0025
395.5,3819990000.0,0.0024
400.5,6026320000.0,0.0021
406.6,12016700000.0,0.0019
412.7,26493400000.0,0.0016
418.8,68243800000.0,0.0013
424.9,188393000000.0,0.0012
431.0,473444000000.0,0.0011
436.0,861133000000.0,0.001
447.9,1614290000000.0,0.0009
451.0,3151860000000.0,0.0008
455.2,4144010000000.0,0.0007
458.2,7436190000000.0,0.0006
465.2,11311800000000.0,0.0006
468.2,22234400000000.0,0.0005
473.7,29903300000000.0,0.0005
476.7,51674700000000.0,0.0004
481.7,66450900000000.0,0.0004
484.7,107455000000000.0,0.0004
487.0,125032000000000.0,0.0003
489.0,168062000000000.0,0.0003
490.0,192101000000000.0,0.0003
493.6,263879000000000.0,0.0003
493.7,294216000000000.0,0.0003
494.2,306468000000000.0,0.0003
495.0,348944000000000.0,0.0003
1132.1,433304000000000.0,0.0002
1132.6,391607000000000.0,0.0002
1132.7,377698000000000.0,0.0002
1136.3,346522000000000.0,0.0001
1137.3,266545000000000.0,0.0001
1139.3,237352000000000.0,0.0001
1141.6,182494000000000.0,0.0002
1144.6,158748000000000.0,0.0002
1149.6,99723600000000.0,0.0002
1152.6,77603100000000.0,0.0002
1158.1,44851800000000.0,0.0002
1161.1,33180300000000.0,0.0002
1168.1,16744200000000.0,0.0003
1171.1,10916000000000.0,0.0003
1175.3,6038760000000.0,0.0003
1178.4,4551850000000.0,0.0004
1185.3,2290240000000.0,0.0004
1227.8,1193460000000.0,0.0005
1232.49,708261000000.0,0.0005
1237.18,357046000000.0,0.0006
1241.87,161942000000.0,0.0006
1246.56,73793600000.0,0.0007
1251.25,35060200000.0,0.0008
1255.94,17388100000.0,0.001
1260.63,8924300000.0,0.0011
1265.32,4726960000.0,0.0013
1270.01,2612260000.0,0.0015
1274.7,1565990000.0,0.0017
1279.7,879650000.0,0.0019
1284.7,559307000.0,0.0021
1300.1,535226000.0,0.0022
1304.57,507371000.0,0.0022
1309.04,427016000.0,0.0022
1313.51,336960000.0,0.0023
1317.98,253479000.0,0.0023
1322.45,184169000.0,0.0024
1326.92,130243000.0,0.0024
1331.39,90143800.0,0.0025
1335.86,61233000.0,0.0026
1340.33,40904400.0,0.0026
1344.8,26934600.0,0.0027
1349.27,17538600.0,0.0028
1353.74,11284500.0,0.0029
1358.21,7186230.0,0.0031
1362.68,4545780.0,0.0032
1367.15,2851020.0,0.0033
1371.62,1770060.0,0.0035
1376.09,1083650.0,0.0037
1380.56,645674.0,0.0038
1385.03,358302.0,0.004
1389.5,150053.0,0.0042
