Cells,Energy,Value,Error
291.97,0.1,20148.5,0.0048
291.97,1.0,1138410.0,0.0041
291.97,5.0,572933.0,0.0043
291.97,10.0,140072.0,0.0053
291.97,20.0,25.9505,0.2338
296.44,0.1,24814.5,0.0045
296.44,1.0,1400320.0,0.004
296.44,5.0,705362.0,0.0041
296.44,10.0,173103.0,0.0049
296.44,20.0,51.3998,0.1778
300.91,0.1,34959.9,0.0046
300.91,1.0,1979330.0,0.0038
300.91,5.0,995000.0,0.004
300.91,10.0,244807.0,0.0048
300.91,20.0,75.7067,0.1609
305.38,0.1,52627.6,0.0042
305.38,1.0,2972390.0,0.0036
305.38,5.0,1497310.0,0.0038
305.38,10.0,368435.0,0.0045
305.38,20.0,102.369,0.1511
309.85,0.1,80554.8,0.0043
309.85,1.0,4556470.0,0.0035
309.85,5.0,2296660.0,0.0037
309.85,10.0,560281.0,0.0045
309.85,20.0,136.158,0.1659
314.32,0.1,124498.0,0.0039
314.32,1.0,7031680.0,0.0034
314.32,5.0,3549510.0,0.0035
314.32,10.0,859965.0,0.0042
314.32,20.0,239.394,0.1404
318.79,0.1,191689.0,0.0039
318.79,1.0,10815500.0,0.0033
318.79,5.0,5453900.0,0.0034
318.79,10.0,1321520.0,0.0041
318.79,20.0,469.182,0.141
323.26,0.1,292040.0,0.0036
323.26,1.0,16540700.0,0.0032
323.26,5.0,8351040.0,0.0033
323.26,10.0,2016340.0,0.0039
323.26,20.0,631.63,0.1197
327.73,0.1,443090.0,0.0037
327.73,1.0,25031200.0,0.0031
327.73,5.0,12653100.0,0.0032
327.73,10.0,3038790.0,0.0039
327.73,20.0,1183.72,0.1152
332.2,0.1,663465.0,0.0034
332.2,1.0,37451700.0,0.003
332.2,5.0,18913000.0,0.0031
332.2,10.0,4521130.0,0.0036
332.2,20.0,1704.38,0.1027
336.67,0.1,978694.0,0.0035
336.67,1.0,55240900.0,0.003
336.67,5.0,27923300.0,0.0031
336.67,10.0,6624210.0,0.0037
336.67,20.0,2811.89,0.1015
341.14,0.1,1427080.0,0.0033
341.14,1.0,80350700.0,0.0029
341.14,5.0,40641700.0,0.003
341.14,10.0,9564090.0,0.0035
341.14,20.0,4137.77,0.0899
345.61,0.1,2038510.0,0.0034
345.61,1.0,115477000.0,0.0028
345.61,5.0,58320000.0,0.0029
345.61,10.0,13497600.0,0.0035
345.61,20.0,6666.92,0.0932
350.08,0.1,2871340.0,0.0032
350.08,1.0,162706000.0,0.0028
350.08,5.0,82119000.0,0.0028
350.08,10.0,18707400.0,0.0034
350.08,20.0,14857.2,0.0807
354.55,0.1,3957950.0,0.0033
354.55,1.0,225558000.0,0.0027
354.55,5.0,113654000.0,0.0028
354.55,10.0,25248100.0,0.0035
354.55,20.0,23797.0,0.0704
359.02,0.1,5354020.0,0.0031
359.02,1.0,306841000.0,0.0026
359.02,5.0,154162000.0,0.0027
359.02,10.0,33388200.0,0.0033
359.02,20.0,35845.1,0.0635
363.49,0.1,7091530.0,0.0032
363.49,1.0,411117000.0,0.0026
363.49,5.0,205292000.0,0.0027
363.49,10.0,42796200.0,0.0035
363.49,20.0,56939.2,0.0589
367.96,0.1,9231190.0,0.003
367.96,1.0,545865000.0,0.0024
367.96,5.0,271087000.0,0.0026
367.96,10.0,54285000.0,0.0033
367.96,20.0,103202.0,0.056
372.43,0.1,12093100.0,0.0031
372.43,1.0,735238000.0,0.0023
372.43,5.0,362367000.0,0.0024
372.43,10.0,70120400.0,0.0033
372.43,20.0,150703.0,0.0594
376.9,0.1,15283700.0,0.0027
376.9,1.0,950484000.0,0.0021
376.9,5.0,509408000.0,0.0022
376.9,10.0,100550000.0,0.003
376.9,20.0,222570.0,0.0486
