Cells,Value,Error
291.97,2.14913e-10,0.0068
296.44,2.73501e-10,0.0064
300.91,4.05631e-10,0.006
305.38,6.45197e-10,0.0055
309.85,1.05234e-09,0.0052
314.32,1.72788e-09,0.0049
318.79,2.84461e-09,0.0047
323.26,4.66701e-09,0.0044
327.73,7.65018e-09,0.0042
332.2,1.25021e-08,0.004
336.67,2.0362e-08,0.0039
341.14,3.3003e-08,0.0037
345.61,5.33542e-08,0.0036
350.08,8.60143e-08,0.0034
354.55,1.3826e-07,0.0033
359.02,2.2098e-07,0.0032
363.49,3.51715e-07,0.0031
367.96,5.56901e-07,0.003
372.43,8.79845e-07,0.0029
376.9,1.39282e-06,0.0028
377.0,1.4172e-05,0.0027
395.5,8.0838e-06,0.0024
400.5,2.68666e-06,0.0029
406.6,1.44995e-05,0.0023
412.7,3.06849e-05,0.002
418.8,6.98823e-05,0.0018
424.9,0.000167361,0.0015
431.0,0.000435726,0.0013
436.0,0.000288533,0.0015
447.9,0.000461526,0.0012
451.0,0.0297544,0.0009
455.2,0.00133409,0.001
458.2,0.0751001,0.0008
465.2,0.00419446,0.0008
468.2,0.260977,0.0006
473.7,0.0139503,0.0006
476.7,0.730196,0.0005
481.7,0.0419761,0.0005
484.7,1.90653,0.0004
487.0,0.102265,0.0004
489.0,3.4374,0.0004
490.0,0.175439,0.0004
493.6,5.56074,0.0003
493.7,0.319602,0.0004
494.2,0.425213,0.0004
495.0,4.30647,0.0003
1132.1,6.23153,0.0002
1132.6,0.651129,0.0002
1132.7,0.491281,0.0002
1136.3,8.48392,0.0001
1137.3,0.277707,0.0002
1139.3,5.35503,0.0002
1141.6,0.162773,0.0002
1144.6,2.96869,0.0002
1149.6,0.0659192,0.0002
1152.6,1.11867,0.0002
1158.1,0.0213388,0.0003
1161.1,0.391836,0.0003
1168.1,0.00623353,0.0004
1171.1,0.110161,0.0004
1175.3,0.00193555,0.0005
1178.4,0.0428666,0.0005
1185.3,0.000653275,0.0006
1227.8,0.000389247,0.0007
1232.49,0.000654859,0.0006
1237.18,0.000305287,0.0007
1241.87,0.000151215,0.0008
1246.56,7.75429e-05,0.001
1251.25,4.07776e-05,0.0011
1255.94,2.17859e-05,0.0012
1260.63,1.17773e-05,0.0014
1265.32,6.43042e-06,0.0016
1270.01,3.55172e-06,0.0018
1274.7,2.0616e-06,0.002
1279.7,4.22792e-07,0.0025
1284.7,1.17357e-06,0.0022
1300.1,2.06389e-06,0.0024
1304.57,2.06072e-07,0.0025
1309.04,1.29829e-07,0.0026
1313.51,8.17889e-08,0.0027
1317.98,5.12613e-08,0.0028
1322.45,3.19686e-08,0.003
1326.92,1.98422e-08,0.0031
1331.39,1.22769e-08,0.0032
1335.86,7.56418e-09,0.0034
1340.33,4.63897e-09,0.0036
1344.8,2.8346e-09,0.0037
1349.27,1.72637e-09,0.0039
1353.74,1.04746e-09,0.0041
1358.21,6.33292e-10,0.0044
1362.68,3.80969e-10,0.0046
1367.15,2.28716e-10,0.0049
1371.62,1.3703e-10,0.0052
1376.09,8.17485e-11,0.0055
1380.56,4.78764e-11,0.0059
1385.03,2.70211e-11,0.0064
1389.5,1.32911e-11,0.0072
