Cells,Value,Error
291.97,1871590.0,0.0041
296.44,2303650.0,0.0039
300.91,3254170.0,0.0038
305.38,4890860.0,0.0036
309.85,7494110.0,0.0035
314.32,11565900.0,0.0034
318.79,17783000.0,0.0033
323.26,27200700.0,0.0032
327.73,41167400.0,0.0031
332.2,61551000.0,0.003
336.67,90769800.0,0.0029
341.14,131988000.0,0.0029
345.61,189340000.0,0.0028
350.08,266419000.0,0.0027
354.55,368442000.0,0.0027
359.02,499781000.0,0.0026
363.49,666354000.0,0.0026
367.96,880571000.0,0.0024
372.43,1179970000.0,0.0023
376.9,1575950000.0,0.002
377.0,1633700000.0,0.0023
395.5,1769500000.0,0.0018
400.5,6998010000.0,0.0016
406.6,21176900000.0,0.0014
412.7,48268200000.0,0.0013
418.8,106978000000.0,0.0012
424.9,219455000000.0,0.0011
431.0,356497000000.0,0.001
436.0,508410000000.0,0.0009
447.9,1690840000000.0,0.0007
451.0,3639400000000.0,0.0007
455.2,5008710000000.0,0.0006
458.2,7551290000000.0,0.0006
465.2,12640800000000.0,0.0005
468.2,24622600000000.0,0.0005
473.7,37645800000000.0,0.0004
476.7,65177000000000.0,0.0004
481.7,99019500000000.0,0.0003
484.7,170998000000000.0,0.0003
487.0,210288000000000.0,0.0003
489.0,278193000000000.0,0.0003
490.0,308401000000000.0,0.0003
493.6,378557000000000.0,0.0003
493.7,393810000000000.0,0.0003
494.2,412789000000000.0,0.0003
495.0,419216000000000.0,0.0003
1132.1,476660000000000.0,0.0003
1132.6,475481000000000.0,0.0002
1132.7,460943000000000.0,0.0002
1136.3,448078000000000.0,0.0002
1137.3,379372000000000.0,0.0002
1139.3,348310000000000.0,0.0002
1141.6,272986000000000.0,0.0001
1144.6,226912000000000.0,0.0002
1149.6,135737000000000.0,0.0001
1152.6,91643400000000.0,0.0002
1158.1,53572600000000.0,0.0002
1161.1,35363400000000.0,0.0002
1168.1,18177200000000.0,0.0002
1171.1,10867900000000.0,0.0003
1175.3,7189760000000.0,0.0003
1178.4,5190320000000.0,0.0004
1185.3,2392820000000.0,0.0004
1227.8,695420000000.0,0.0005
1232.49,506383000000.0,0.0005
1237.18,365945000000.0,0.0005
1241.87,220530000000.0,0.0006
1246.56,121714000000.0,0.0006
1251.25,64892000000.0,0.0007
1255.94,34336400000.0,0.0008
1260.63,18207900000.0,0.0008
1265.32,9728680000.0,0.0009
1270.01,5238980000.0,0.0011
1274.7,2780770000.0,0.0012
1279.7,1041160000.0,0.0013
1284.7,266558000.0,0.0017
1300.1,240736000.0,0.0023
1304.57,230592000.0,0.0019
1309.04,172785000.0,0.0021
1313.51,128120000.0,0.0022
1317.98,95845400.0,0.0023
1322.45,71173100.0,0.0024
1326.92,52107400.0,0.0025
1331.39,37460700.0,0.0026
1335.86,26421800.0,0.0026
1340.33,18349500.0,0.0027
1344.8,12503900.0,0.0027
1349.27,8406540.0,0.0028
1353.74,5569730.0,0.0029
1358.21,3649160.0,0.003
1362.68,2370830.0,0.0031
1367.15,1522500.0,0.0032
1371.62,965004.0,0.0034
1376.09,602665.0,0.0035
1380.56,364764.0,0.0037
1385.03,206429.0,0.0038
1389.5,95397.9,0.0041
