Cells,Value,Error
291.97,1.09174e-08,0.0043
296.44,1.34717e-08,0.0041
300.91,1.90586e-08,0.0039
305.38,2.87025e-08,0.0037
309.85,4.39788e-08,0.0036
314.32,6.79248e-08,0.0035
318.79,1.04642e-07,0.0034
323.26,1.60346e-07,0.0032
327.73,2.43025e-07,0.0032
332.2,3.64076e-07,0.0031
336.67,5.38084e-07,0.003
341.14,7.84689e-07,0.0029
345.61,1.1269e-06,0.0029
350.08,1.59102e-06,0.0028
354.55,2.205e-06,0.0028
359.02,2.99991e-06,0.0027
363.49,4.0022e-06,0.0026
367.96,5.29503e-06,0.0025
372.43,7.08448e-06,0.0024
376.9,9.81999e-06,0.0022
377.0,2.27934e-05,0.0023
395.5,2.70521e-05,0.0019
400.5,4.44035e-05,0.0017
406.6,0.00013828,0.0015
412.7,0.000317332,0.0014
418.8,0.000720218,0.0012
424.9,0.0015334,0.0011
431.0,0.00260662,0.0011
436.0,0.00321963,0.001
447.9,0.0100482,0.0008
451.0,0.0482156,0.0008
455.2,0.0309989,0.0007
458.2,0.113218,0.0007
465.2,0.0757244,0.0005
468.2,0.383284,0.0005
473.7,0.225833,0.0004
476.7,1.04928,0.0004
481.7,0.597446,0.0003
484.7,2.75677,0.0003
487.0,1.33081,0.0003
489.0,4.89208,0.0003
490.0,2.01966,0.0003
493.6,7.47578,0.0003
493.7,2.61797,0.0004
494.2,2.87182,0.0003
495.0,5.93257,0.0003
1132.1,8.13312,0.0002
1132.6,3.50608,0.0002
1132.7,3.22093,0.0003
1136.3,10.8016,0.0001
1137.3,2.57012,0.0002
1139.3,7.19637,0.0001
1141.6,1.76608,0.0002
1144.6,4.1041,0.0001
1149.6,0.829105,0.0002
1152.6,1.56938,0.0002
1158.1,0.323737,0.0002
1161.1,0.56798,0.0003
1168.1,0.109289,0.0003
1171.1,0.165089,0.0003
1175.3,0.0446144,0.0003
1178.4,0.069209,0.0004
1185.3,0.0142498,0.0004
1227.8,0.00439774,0.0005
1232.49,0.00372445,0.0005
1237.18,0.00259481,0.0006
1241.87,0.00151238,0.0006
1246.56,0.000813049,0.0007
1251.25,0.000425851,0.0007
1255.94,0.000222897,0.0008
1260.63,0.000117438,0.0009
1265.32,6.25965e-05,0.001
1270.01,3.37267e-05,0.0012
1274.7,1.79768e-05,0.0013
1279.7,6.54647e-06,0.0015
1284.7,4.00761e-06,0.0017
1300.1,3.31414e-06,0.0021
1304.57,1.43009e-06,0.002
1309.04,1.03536e-06,0.0022
1313.51,7.68635e-07,0.0024
1317.98,5.75737e-07,0.0024
1322.45,4.27289e-07,0.0025
1326.92,3.12037e-07,0.0026
1331.39,2.23874e-07,0.0027
1335.86,1.57446e-07,0.0027
1340.33,1.09036e-07,0.0028
1344.8,7.40698e-08,0.0028
1349.27,4.96887e-08,0.0029
1353.74,3.28452e-08,0.003
1358.21,2.14811e-08,0.0031
1362.68,1.39367e-08,0.0032
1367.15,8.94462e-09,0.0034
1371.62,5.66063e-09,0.0035
1376.09,3.53076e-09,0.0037
1380.56,2.13406e-09,0.0038
1385.03,1.20403e-09,0.004
1389.5,5.57419e-10,0.0043
